id,project_id,contract_id,org_id,role,start_date,end_date,share_percent,notes
wba_par_01HREAL107,wba_prj_01HREAL063,wba_ctr_01HREAL072,wba_org_01HREAL124,consortium_member,wba_date_01HREAL110,,,Trafigura/Mota-Engil/Vecturis
wba_par_01HREAL108,wba_prj_01HREAL064,wba_ctr_01HREAL073,wba_org_01HREAL086,contractor,wba_date_01HREAL111,wba_date_01HREAL112,,Bouygues Abidjan Metro
wba_par_01HREAL109,wba_prj_01HREAL065,wba_ctr_01HREAL055,wba_org_01HREAL088,contractor,wba_date_01HREAL113,wba_date_01HREAL114,,CSCEC Djamaa El Djazair 1bn
wba_par_01HREAL110,wba_prj_01HREAL066,wba_ctr_01HREAL056,wba_org_01HREAL130,contractor,wba_date_01HREAL115,wba_date_01HREAL116,,CITIC-CRCC East-West
wba_par_01HREAL111,wba_prj_01HREAL066,,wba_org_01HREAL131,contractor,wba_date_01HREAL115,,,Cojaal Japan central lot
wba_par_01HREAL112,wba_prj_01HREAL067,wba_ctr_01HREAL057,wba_org_01HREAL132,developer,wba_date_01HREAL117,wba_date_01HREAL118,,TAV Turkey Enfidha BOT 40yr
wba_par_01HREAL113,wba_prj_01HREAL068,wba_ctr_01HREAL058,wba_org_01HREAL134,operator,wba_date_01HREAL119,wba_date_01HREAL120,,DP World UAE 30yr cancelled 2018
wba_par_01HREAL114,wba_prj_01HREAL069,wba_ctr_01HREAL059,wba_org_01HREAL136,contractor,wba_date_01HREAL121,wba_date_01HREAL122,,CNEEC Morupule B $970m defective
wba_par_01HREAL115,wba_prj_01HREAL070,wba_ctr_01HREAL060,wba_org_01HREAL035,contractor,wba_date_01HREAL123,wba_date_01HREAL125,,CCECC Africa CDC $80m grant
wba_par_01HREAL116,wba_prj_01HREAL071,wba_ctr_01HREAL061,wba_org_01HREAL139,developer,wba_date_01HREAL126,,,WCS Simandou
wba_par_01HREAL117,wba_prj_01HREAL071,,wba_org_01HREAL140,developer,wba_date_01HREAL126,,,Rio Tinto Simfer
wba_par_01HREAL118,wba_prj_01HREAL072,wba_ctr_01HREAL062,wba_org_01HREAL035,contractor,wba_date_01HREAL128,wba_date_01HREAL129,,CCECC Abuja Light Rail $500m
wba_par_01HREAL119,wba_prj_01HREAL073,wba_ctr_01HREAL063,wba_org_01HREAL143,developer,wba_date_01HREAL132,wba_date_01HREAL133,,CNPC Niger-Benin 1950km
wba_par_01HREAL120,wba_prj_01HREAL074,wba_ctr_01HREAL064,wba_org_01HREAL144,supplier,wba_date_01HREAL136,wba_date_01HREAL137,,Alcatel ASN 2Africa 45k km
wba_par_01HREAL121,wba_prj_01HREAL075,wba_ctr_01HREAL065,wba_org_01HREAL146,contractor,wba_date_01HREAL134,wba_date_01HREAL135,,Salini Bumbuna 50MW
wba_par_01HREAL122,wba_prj_01HREAL076,wba_ctr_01HREAL074,wba_org_01HREAL099,contractor,wba_date_01HREAL138,,,CMC Jiji 32.5MW
wba_par_01HREAL123,wba_prj_01HREAL076,,wba_org_01HREAL100,contractor,wba_date_01HREAL138,,,Orascom Mulembwe
wba_par_01HREAL124,wba_prj_01HREAL077,wba_ctr_01HREAL075,wba_org_01HREAL101,consortium_member,wba_date_01HREAL140,,,Vinci 70% Cabo Verde
wba_par_01HREAL125,wba_prj_01HREAL077,,wba_org_01HREAL102,contractor,wba_date_01HREAL140,,,Teixeira Duarte 37%
wba_par_01HREAL126,wba_prj_01HREAL078,wba_ctr_01HREAL076,wba_org_01HREAL103,contractor,wba_date_01HREAL142,,,CGGC Boali
wba_par_01HREAL127,wba_prj_01HREAL079,wba_ctr_01HREAL077,wba_org_01HREAL105,contractor,wba_date_01HREAL144,,,Elsewedy Djermaya
wba_par_01HREAL128,wba_prj_01HREAL080,wba_ctr_01HREAL078,wba_org_01HREAL107,contractor,wba_date_01HREAL145,,,China Jiangsu Bambao
wba_par_01HREAL129,wba_prj_01HREAL081,wba_ctr_01HREAL079,wba_org_01HREAL088,contractor,wba_date_01HREAL148,,,CSCEC Pointe-Noire 535km
wba_par_01HREAL130,wba_prj_01HREAL082,wba_ctr_01HREAL080,wba_org_01HREAL110,contractor,wba_date_01HREAL150,,,Arab Contractors Nguema-Sipopo
wba_par_01HREAL131,wba_prj_01HREAL083,wba_ctr_01HREAL081,wba_org_01HREAL111,contractor,wba_date_01HREAL153,,,SFECO Hirgigo
wba_par_01HREAL132,wba_prj_01HREAL084,wba_ctr_01HREAL082,wba_org_01HREAL112,contractor,wba_date_01HREAL156,,,MDJV Maguga
wba_par_01HREAL133,wba_prj_01HREAL085,wba_ctr_01HREAL083,wba_org_01HREAL113,consortium_member,wba_date_01HREAL158,,,SETRAG Eramet/Meridiam
wba_par_01HREAL134,wba_prj_01HREAL086,wba_ctr_01HREAL084,wba_org_01HREAL114,contractor,wba_date_01HREAL158,,,Isolux Corsan Senegambia
wba_par_01HREAL135,wba_prj_01HREAL087,wba_ctr_01HREAL085,wba_org_01HREAL115,contractor,wba_date_01HREAL160,,,Longjian Bissau-Safim $30m
wba_par_01HREAL136,wba_prj_01HREAL088,wba_ctr_01HREAL086,wba_org_01HREAL117,contractor,wba_date_01HREAL162,,,HWV Katse
wba_par_01HREAL137,wba_prj_01HREAL089,wba_ctr_01HREAL087,wba_org_01HREAL118,contractor,wba_date_01HREAL159,,,Dawnus Mount Coffee
wba_par_01HREAL138,wba_prj_01HREAL089,,wba_org_01HREAL119,supplier,wba_date_01HREAL159,,,VOITH Mount Coffee
wba_par_01HREAL139,wba_prj_01HREAL090,wba_ctr_01HREAL088,wba_org_01HREAL121,contractor,wba_date_01HREAL164,,,Eiffage Sahofika
wba_par_01HREAL140,wba_prj_01HREAL091,wba_ctr_01HREAL089,wba_org_01HREAL122,contractor,wba_date_01HREAL165,,,Sinohydro Bureau 15 Gouina
wba_par_01HREAL141,wba_prj_01HREAL092,wba_ctr_01HREAL090,wba_org_01HREAL007,contractor,wba_date_01HREAL168,,,CRBC Friendship Port 1979
wba_par_01HREAL142,wba_prj_01HREAL093,wba_ctr_01HREAL091,wba_org_01HREAL124,contractor,wba_date_01HREAL172,,,L&T Metro Express
wba_par_01HREAL143,wba_prj_01HREAL094,wba_ctr_01HREAL092,wba_org_01HREAL125,developer,wba_date_01HREAL174,,,FB Group Sao Tome 300m BOT
wba_par_01HREAL144,wba_prj_01HREAL095,wba_ctr_01HREAL093,wba_org_01HREAL126,supplier,wba_date_01HREAL175,,,Jan De Nul Port Victoria dredging
wba_par_01HREAL145,wba_prj_01HREAL096,wba_ctr_01HREAL094,wba_org_01HREAL127,contractor,wba_date_01HREAL176,,,ENEZ Turkey Mogadishu $200m Qatar
wba_par_01HREAL146,wba_prj_01HREAL097,wba_ctr_01HREAL095,wba_org_01HREAL128,contractor,wba_date_01HREAL178,,,Louis Berger Juba-Nimule $223m USAID
wba_par_01HREAL147,wba_prj_01HREAL098,wba_ctr_01HREAL096,wba_org_01HREAL129,consortium_member,wba_date_01HREAL159,,,China Merchants Lome 50%
wba_par_01HREAL148,wba_prj_01HREAL099,wba_ctr_01HREAL097,wba_org_01HREAL131,contractor,wba_date_01HREAL175,,,Porto Ingles JV Maio
wba_par_01HREAL122,wba_prj_01HREAL100,wba_ctr_01HREAL074,wba_org_01HREAL148,contractor,wba_date_01HREAL181,,,SGTM Dakhla
