id,canonical_name,org_type,notes
wba_org_01HREAL078,Bollore Africa Logistics,private,"France, shareholder Tema"
wba_org_01HREAL079,APM Terminals,private,"Denmark/Netherlands, shareholder Tema"
wba_org_01HREAL080,ICBC,private,"China, financier Caculo Cabaca"
wba_org_01HREAL081,ACWA Power,private,"Saudi Arabia, developer Noor Ouarzazate"
wba_org_01HREAL082,Moroccan Agency for Sustainable Energy,state_agency,"MASEN, owner Noor"
wba_org_01HREAL083,Namibian Ports Authority,state_agency,"Namport, owner Walvis Bay"
wba_org_01HREAL084,Kribi Port Authority,state_agency,"Cameroon, owner Kribi Port"
wba_org_01HREAL085,Bombela Consortium,private,"South Africa, EPC Gautrain"
wba_org_01HREAL086,Bouygues Travaux Publics,private,"France, contractor Gautrain"
wba_org_01HREAL087,Sicomines,private,"DRC, mining JV Busanga"
wba_org_01HREAL088,China State Construction Engineering Corporation,soe,"CSCEC, contractor New Capital CBD"
wba_org_01HREAL089,Administrative Capital for Urban Development,state_agency,"Egypt, owner New Capital"
wba_org_01HREAL090,Limak Holding,private,"Turkey, contractor AIBD"
wba_org_01HREAL091,Summa Construction,private,"Turkey, contractor AIBD/BK Arena"
wba_org_01HREAL092,Dakar Airport Authority,state_agency,"Senegal, owner AIBD"
wba_org_01HREAL093,Rwanda Housing Authority,state_agency,"Rwanda, owner BK Arena"
wba_org_01HREAL094,Uganda Ministry of Energy,state_agency,"Uganda, owner Karuma"
wba_org_01HREAL096,Societe Nationale d Electricite du Burkina Faso,state_agency,"SONABEL, owner Zagtouli"
wba_org_01HREAL097,Agence Francaise de Developpement,dev_bank,"AFD, financier Zagtouli"
wba_org_01HREAL098,Cegelec,private,"France, EPC Zagtouli"
wba_org_01HREAL099,Tyazhpromexport,state_agency,"Soviet Union, contractor Ajaokuta"
wba_org_01HREAL100,Ajaokuta Steel Company Limited,state_agency,"Nigeria, owner Ajaokuta"
wba_org_01HREAL101,TAZARA Authority,state_agency,Tanzania-Zambia Railway Authority
wba_org_01HREAL102,Ministry of Railways China,state_agency,"China, financier TAZARA"
wba_org_01HREAL103,Impregilo,private,"Italy, contractor Akosombo"
wba_org_01HREAL104,Volta River Authority,state_agency,"Ghana, owner Akosombo"
wba_org_01HREAL105,Hidrolectrica de Cahora Bassa,private,"Mozambique, owner Cahora Bassa"
wba_org_01HREAL106,Sorefame,private,"Portugal, builder Cahora Bassa"
wba_org_01HREAL107,Hydroproject Institute,state_agency,"Soviet Union, designer Aswan High Dam"
wba_org_01HREAL108,Egyptian Ministry of Water Resources,state_agency,"Egypt, owner Aswan"
wba_org_01HREAL110,Great Man-Made River Authority,state_agency,"Libya, owner GMR"
wba_org_01HREAL111,China International Water and Electric Corporation,soe,"CWE, contractor Merowe"
wba_org_01HREAL112,Lahmeyer International,private,"Germany, consultant Merowe"
wba_org_01HREAL113,Ministry of Electricity Sudan,state_agency,"Sudan, owner Merowe"
wba_org_01HREAL114,CITIC Group,soe,"China, contractor Kilamba Kiaxi"
wba_org_01HREAL115,Government of Angola,state_agency,"Angola, owner Kilamba"
wba_org_01HREAL116,Kandadji Dam Authority,state_agency,"Niger, owner Kandadji"
wba_org_01HREAL117,Zarubezhvodstroy,private,"Russia, former contractor Kandadji"
wba_org_01HREAL118,China Merchants Holdings International,private,"China, concessionaire Bagamoyo"
wba_org_01HREAL119,Oman State General Reserve Fund,private,"Oman, co-investor Bagamoyo"
wba_org_01HREAL120,Tanzania Ports Authority,state_agency,"Tanzania, owner Bagamoyo"
wba_org_01HREAL121,TotalEnergies,private,"France, operator EACOP"
wba_org_01HREAL122,China National Offshore Oil Corporation,soe,"CNOOC, partner EACOP"
wba_org_01HREAL124,Lobito Atlantic Railway Consortium,private,"Trafigura/Mota-Engil/Vecturis, concessionaire Lobito Corridor"
wba_org_01HREAL125,Alstom,private,"France, supplier Ajaokuta? No, for Dakar/Alstom TER, also for Abidjan? Use for Abidjan"
wba_org_01HREAL127,Abidjan Metro Authority,state_agency,"Ivory Coast, owner Abidjan Metro"
wba_org_01HREAL128,KSP Jurgen Engel Architekten,private,"Germany, designer Djamaa El Djazair"
wba_org_01HREAL129,Societe Nationale des Autoroutes d Algerie,state_agency,"Algeria, owner East-West Highway"
wba_org_01HREAL130,CITIC-CRCC Joint Venture,private,"China, contractor East-West Highway"
wba_org_01HREAL131,Cojaal JV,private,"Japan, contractor East-West Highway central lot"
wba_org_01HREAL132,TAV Airports Holding,private,"Turkey, developer Enfidha Airport"
wba_org_01HREAL133,Enfidha Airport Authority,state_agency,"Tunisia, owner Enfidha"
wba_org_01HREAL134,DP World,private,"UAE, concessionaire Doraleh"
wba_org_01HREAL135,Djibouti Ports Authority,state_agency,"Djibouti, owner Doraleh"
wba_org_01HREAL136,China National Electric Equipment Corporation,soe,"CNEEC, contractor Morupule B"
wba_org_01HREAL137,Botswana Power Corporation,state_agency,"Botswana, owner Morupule B"
wba_org_01HREAL138,Africa Centres for Disease Control and Prevention,state_agency,"Africa CDC, owner Africa CDC HQ"
wba_org_01HREAL139,Winning Consortium Simandou,private,"Guinea, co-developer Simandou"
wba_org_01HREAL140,Rio Tinto Simfer,private,"UK/Australia, co-developer Simandou"
wba_org_01HREAL141,Abuja Rail Mass Transit Authority,state_agency,"Nigeria, owner Abuja Light Rail"
wba_org_01HREAL142,Niger-Benin Pipeline Company,private,"Niger/Benin, EACOP-like WAPCo"
wba_org_01HREAL143,China National Petroleum Corporation,soe,"CNPC, developer Niger-Benin pipeline"
wba_org_01HREAL144,Alcatel Submarine Networks,private,"France, builder 2Africa cable"
wba_org_01HREAL145,2Africa Consortium,private,Meta/Vodafone/Orange/STC etc.
wba_org_01HREAL146,Salini Impregilo,private,"Italy, contractor Bumbuna"
wba_org_01HREAL147,Sierra Leone Ministry of Energy,state_agency,"Sierra Leone, owner Bumbuna"
wba_org_01HREAL099,CMC di Ravenna,private,"Italy, contractor Jiji"
wba_org_01HREAL100,Orascom Construction,private,"Egypt, contractor Jiji"
wba_org_01HREAL101,Vinci Airports,private,"France, concessionaire Cabo Verde"
wba_org_01HREAL102,Teixeira Duarte,private,"Portugal, contractor Cabo Verde"
wba_org_01HREAL103,China Gezhouba Group Company,soe,"CGGC China, contractor Boali"
wba_org_01HREAL104,HNAC Technology,private,"China, contractor Boali II"
wba_org_01HREAL105,Elsewedy Electric T&D,private,"Egypt, contractor Djermaya"
wba_org_01HREAL106,Djermaya CDEN Energy,private,"Chad, developer Djermaya"
wba_org_01HREAL107,China Jiangsu International,soe,"China Jiangsu, contractor Bambao"
wba_org_01HREAL108,China Shenyang International,soe,"China, contractor El-Maarouf"
wba_org_01HREAL110,Arab Contractors,private,"Egypt, contractor Nguema-Sipopo"
wba_org_01HREAL111,SFECO Group,soe,"China Shanghai SFECO, contractor Hirgigo"
wba_org_01HREAL112,Maguga Dam Joint Venture,private,"South Africa, contractor Maguga"
wba_org_01HREAL113,Trans-Gabon Railway Concession,private,"Gabon, SETRAG Eramet/Meridiam"
wba_org_01HREAL114,Isolux Corsan,private,"Spain, contractor Senegambia Bridge"
wba_org_01HREAL115,Longjian Road and Bridge,soe,"China, contractor Bissau-Safim"
wba_org_01HREAL116,Lesotho Highlands Development Authority,state_agency,"Lesotho, owner Katse"
wba_org_01HREAL117,Highlands Water Venture,private,"Lesotho Highlands JV, contractor Katse"
wba_org_01HREAL118,Dawnus International,private,"UK, contractor Mount Coffee"
wba_org_01HREAL119,VOITH Hydro,private,"Germany, supplier Mount Coffee"
wba_org_01HREAL120,Eranove,private,"France, developer Sahofika"
wba_org_01HREAL121,Eiffage,private,"France, contractor Sahofika"
wba_org_01HREAL122,Sinohydro Bureau 15,soe,"China, contractor Gouina"
wba_org_01HREAL124,Larsen & Toubro,private,"India, contractor Metro Express"
wba_org_01HREAL125,FB Group,private,"Turkey, concessionaire Sao Tome Airport"
wba_org_01HREAL126,Jan De Nul,private,"Belgium, dredging Port Victoria"
wba_org_01HREAL127,ENEZ Insaat,private,"Turkey, contractor Mogadishu roads"
wba_org_01HREAL128,Louis Berger Group,private,"USA, contractor Juba-Nimule"
wba_org_01HREAL129,China Merchants Port Holdings,private,"China, concessionaire Lome Terminal"
wba_org_01HREAL130,Bollore SE2M-TOGO,private,"France, construction Lome"
wba_org_01HREAL131,Porto Ingles JV,private,"Portugal/Cape Verde, contractor Maio"
wba_org_01HREAL148,SGTM - Societe Generale des Travaux du Maroc,private,"Morocco, contractor Dakhla Port"
wba_org_01HREAL149,Dakhla Atlantic Port Authority,state_agency,"Morocco/Western Sahara, owner Dakhla Port"
