id,title,publisher,authors,source_type,pub_date,access_date,url,archive_url,lang,page,classification,accessibility,paywall,license
wba_src_01HREAL022,Chinese firm to build new industrial park in Ethiopia - Xinhua,Xinhua News Agency,,journalism,wba_date_01HREAL023,wba_date_01HREAL013,https://www.xinhuanet.com/english/2017-06/25/c_136393719.htm,,en,,primary,open,false,
wba_src_01HREAL023,Daewoo wins controversial contract to build Kazungula Bridge,Global Construction Review,,trade,wba_date_01HREAL025,wba_date_01HREAL013,https://www.globalconstructionreview.com/daewoo-wins-controversial-contract-build2788633322/,,en,,secondary,open,false,
wba_src_01HREAL024,Raubex appointed as EPC Contractor for Beitbridge Border Post,Raubex Group Limited,,company_announcement,wba_date_01HREAL029,wba_date_01HREAL013,https://raubex.com/company/construction,,en,,primary,open,false,
wba_src_01HREAL025,Beitbridge Border Post Modernisation - Zimborders,Zimborders Consortium,,company_announcement,wba_date_01HREAL029,wba_date_01HREAL013,https://zimborders.com/projects,,en,,primary,open,false,
wba_src_01HREAL026,Zimbabwe launches two data centers in partnership with Huawei,Data Center Dynamics,,journalism,wba_date_01HREAL030,wba_date_01HREAL013,https://www.datacenterdynamics.com/en/news/zimbabwe-launches-two-data-centers-in-partnership-with-huawei,,en,,secondary,open,false,
wba_src_01HREAL027,Thwake Multipurpose Dam Project signed - Energy China,China Energy Engineering Group,,company_announcement,wba_date_01HREAL031,wba_date_01HREAL013,https://en.ceec.net.cn/art/2017/12/4/art_58606_2510434.html,,en,,primary,open,false,
wba_src_01HREAL028,AfDB Thwake Dam project P-KE-E00-008,African Development Bank,,public_agency,wba_date_01HREAL031,wba_date_01HREAL013,https://www.afdb.org/en/projects-and-operations/p-ke-e00-008,,en,,primary,open,false,
wba_src_01HREAL029,Toyo Construction - Mombasa Port Container Terminal,Toyo Construction Co. Ltd.,,company_announcement,wba_date_01HREAL032,wba_date_01HREAL013,https://www.toyo-const.co.jp/en/company/development,,en,,primary,open,false,
wba_src_01HREAL030,Mombasa Port Second Terminal funded by JICA Sh32bn,HornDiplomat / Capital FM,,journalism,wba_date_01HREAL033,wba_date_01HREAL013,https://www.horndiplomat.com/kenya-ports-authority-keen-to-modernize-marine-infrastructure-to-boost-trade,,en,,secondary,open,false,
wba_src_01HREAL031,Adama Wind Power Project - PowerChina,PowerChina,,company_announcement,wba_date_01HREAL035,wba_date_01HREAL013,https://en.powerchina.cn/2022-09/29/c_816917.htm,,en,,primary,open,false,
wba_src_01HREAL032,Bole International Airport built by CCCC,Xinhua / Belt and Road Portal,,journalism,wba_date_01HREAL036,wba_date_01HREAL013,https://eng.yidaiyilu.gov.cn/p/0NAMLD1I.html,,en,,primary,open,false,
wba_src_01HREAL033,Zambia Kafue Gorge Lower Hydropower Station built by Sinohydro,PowerChina,,company_announcement,wba_date_01HREAL037,wba_date_01HREAL013,https://en.powerchina.cn/2023-10/20/c_828534.htm,,en,,primary,open,false,
wba_src_01HREAL034,Julius Nyerere Hydropower Plant and Dam - Arab Contractors,The Arab Contractors,,company_announcement,wba_date_01HREAL040,wba_date_01HREAL013,https://www.arabcont.com/english/project-596,,en,,primary,open,false,
wba_src_01HREAL035,Maputo Bridge built by CRBC - Xinhua,Xinhua News Agency,,journalism,wba_date_01HREAL039,wba_date_01HREAL013,https://www.xinhuanet.com/english/2019-07/17/c_138232354.htm,,en,,primary,open,false,
wba_src_01HREAL036,Mozambique opens Africa's longest suspension bridge - DW,Deutsche Welle,,journalism,wba_date_01HREAL039,wba_date_01HREAL013,https://www.dw.com/en/mozambique-opens-africas-longest-suspension-bridge/g-46243093,,en,,secondary,open,false,
wba_src_01HREAL037,Mota-Engil wins contract to build new Rwanda airport - ENR,Engineering News-Record,,trade,wba_date_01HREAL040,wba_date_01HREAL013,https://www.enr.com/articles/40260-portuguese-concessionaire-wins-contract-to-build-new-rwanda-airport,,en,,secondary,open,false,
wba_src_01HREAL038,New Bugesera International Airport - MIGA,Multilateral Investment Guarantee Agency,,public_agency,wba_date_01HREAL040,wba_date_01HREAL013,https://www.miga.org/project/new-bugesera-international-airport,,en,,primary,open,false,
wba_src_01HREAL039,Eiffage starts work on Dakar Regional Express Train,Eiffage Group,,company_announcement,wba_date_01HREAL041,wba_date_01HREAL013,https://www.eiffage.com/en/media/news/eiffage-starts-work-on-dakar-regional-express-train-project-in-senegal-under-a-contract-worth-more-than-370-million,,en,,primary,open,false,
wba_src_01HREAL040,Bui Generating Station - Bui Power Authority,Bui Power Authority,,public_agency,wba_date_01HREAL043,wba_date_01HREAL013,https://www.buipower.com/bui-generating-station,,en,,primary,open,false,
wba_src_01HREAL041,Lauca Hydroelectric Plant built by OEC - Odebrecht,OEC / Odebrecht,,company_announcement,wba_date_01HREAL045,wba_date_01HREAL013,https://www.odebrecht.com/en/news/angola-inaugurates-lauca-hydroelectric-plant-built-oec,,en,,primary,open,false,
wba_src_01HREAL042,Kampala-Entebbe Expressway - Manchester case study,University of Manchester / UNRA,,academic,wba_date_01HREAL047,wba_date_01HREAL013,https://personalpages.manchester.ac.uk/staff/nuno.gil/Teaching%20case%20studies/Uganda%20National%20Roads%20Authority%20Part%20A.pdf,,en,,secondary,open,false,
wba_src_01HREAL043,Malawi National Optic Fibre Backbone completed by Huawei,Huawei Technologies,,company_announcement,wba_date_01HREAL049,wba_date_01HREAL013,https://www.huawei.com/en/news/2018/8/huawei-malawi-national-ict-construction,,en,,primary,open,false,
wba_src_01HREAL044,Tokwe-Mukosi Dam - Webuild project,Webuild S.p.A.,,company_announcement,wba_date_01HREAL052,wba_date_01HREAL013,https://www.webuildgroup.com/en/projects/dams-hydroelectric-plants/tokwe-mukosi-dam,,en,,primary,open,false,
wba_src_01HREAL045,Zimbabwe advances on US$71m mobile broadband project,ITWeb Africa,,journalism,wba_date_01HREAL054,wba_date_01HREAL013,https://itweb.africa/article/zimbabwe-advances-on-us71m-mobile-broadband-project/PmxVEMKloQ8qQY85,,en,,secondary,open,false,
wba_src_01HREAL046,NetOne Broadband loan record - AidData,AidData,,research_report,wba_date_01HREAL054,wba_date_01HREAL013,https://china.aiddata.org/projects/62417,,en,,secondary,open,false,
wba_src_01HREAL047,JICA Olkaria Geothermal Power,Japan International Cooperation Agency,,public_agency,wba_date_01HREAL055,wba_date_01HREAL013,https://www.jica.go.jp/english/activities/issues/energy_minig/study.html,,en,,primary,open,false,
wba_src_01HREAL048,Nairobi Outer Ring Road launched by AfDB,African Development Bank,,public_agency,wba_date_01HREAL055,wba_date_01HREAL013,https://www.afdb.org/en/news-and-events/kenyan-president-uhuru-kenyatta-launches-afdb-financed-nairobi-outer-ring-road-improvement-project-13918,,en,,primary,open,false,
wba_src_01HREAL049,Genale Dawa III hydropower - NS Energy,NS Energy Business,,trade,wba_date_01HREAL057,wba_date_01HREAL013,https://www.nsenergybusiness.com/projects/genale-dawa-iii-multipurpose-hydropower-project,,en,,secondary,open,false,
wba_src_01HREAL050,Kenneth Kaunda Airport Expansion - Airport Technology,Airport Technology,,trade,wba_date_01HREAL058,wba_date_01HREAL013,https://www.airport-technology.com/projects/kenneth-kaunda-international-airport-lusaka,,en,,secondary,open,false,
wba_src_01HREAL051,Tanzania signs $1.9bn railway contract with Turkish firm - Reuters,Reuters,,journalism,wba_date_01HREAL061,wba_date_01HREAL013,https://www.reuters.com/world/africa/tanzania-signs-19-bln-railway-contract-with-turkish-firm-2021-12-28,,en,,primary,open,false,
wba_src_01HREAL052,Nacala Railway and Port Corridor - AfDB MapAfrica,African Development Bank,,public_agency,wba_date_01HREAL062,wba_date_01HREAL013,https://mapafrica.afdb.org/en/projects/46002-P-Z1-D00-032,,en,,primary,open,false,
wba_src_01HREAL053,Tema Port Expansion - AECOM,AECOM,,company_announcement,wba_date_01HREAL063,wba_date_01HREAL013,https://aecom.com/projects/tema-port-expansion,,en,,primary,open,false,
wba_src_01HREAL054,IFC Meridian Port Services disclosure,International Finance Corporation,,public_agency,wba_date_01HREAL063,wba_date_01HREAL013,https://disclosures.ifc.org/project-detail/SII/36706/meridian-port-services-limited,,en,,primary,open,false,
wba_src_01HREAL055,Caculo Cabaca Hydroelectric Power Station - SCIO,State Council Information Office (China),,journalism,wba_date_01HREAL073,wba_date_01HREAL013,http://english.scio.gov.cn/2017-08/05/content_41363162.htm,,en,,primary,open,false,
wba_src_01HREAL056,Noor Ouarzazate Solar Complex Phase I - AfDB,African Development Bank,,public_agency,wba_date_01HREAL064,wba_date_01HREAL013,https://www.afdb.org/sites/default/files/documents/projects-and-operations/morocco_-_noor_ouarzazate_solar_complex_project_phase_i.pdf,,en,,primary,open,false,
wba_src_01HREAL057,ACWA Power Noor Ouarzazate I,ACWA Power,,company_announcement,wba_date_01HREAL064,wba_date_01HREAL013,https://www.acwapower.com/en/what-we-do/projects/nooro-i-noor-ouarzazate-i,,en,,primary,open,false,
wba_src_01HREAL058,Namibia launches expanded Walvis Bay port - Namport,Namibian Ports Authority,,public_agency,wba_date_01HREAL068,wba_date_01HREAL013,https://www.namport.com.na/news/445/namibia-launches-the-expanded-walvis-bay-port,,en,,primary,open,false,
wba_src_01HREAL059,Walvis Bay Container Terminal completion report - AfDB,African Development Bank,,public_agency,wba_date_01HREAL068,wba_date_01HREAL013,https://www.afdb.org/sites/default/files/documents/projects-and-operations/namibia_-_the_new_port_of_walvis_bay_container_terminal_project_-_project_completion_report.pdf,,en,,primary,open,false,
wba_src_01HREAL060,Kribi Deep Sea Port Phase I and II - Xinhua,Xinhua News Agency,,journalism,wba_date_01HREAL069,wba_date_01HREAL013,https://english.news.cn/africa/20250222/2e1023493d4a4dbbb08f0bf4de064bc7/c.html,,en,,primary,open,false,
wba_src_01HREAL061,Kribi Port built by CHEC - CCCC,China Communications Construction Company,,company_announcement,wba_date_01HREAL069,wba_date_01HREAL013,https://en.ccccltd.cn/xwzx/ztbd/202505/t20250530_220599.html,,en,,primary,open,false,
wba_src_01HREAL062,Gautrain Rapid Rail System - Bouygues,Bouygues Construction,,company_announcement,wba_date_01HREAL074,wba_date_01HREAL013,https://www.bouygues-construction.com/en/activities/mobility/railway-infrastructure/gautrain-rapid-rail-system,,en,,primary,open,false,
wba_src_01HREAL063,Busanga Hydropower Plant commissioned - SASAC,State-owned Assets Supervision and Administration Commission (China),,public_agency,wba_date_01HREAL076,wba_date_01HREAL013,http://en.sasac.gov.cn/2023/04/18/c_15128.htm,,en,,primary,open,false,
wba_src_01HREAL064,New Administrative Capital CBD - CSCEC,China State Construction Engineering Corporation,,company_announcement,wba_date_01HREAL077,wba_date_01HREAL013,https://english.cscec.com/CompanyNews/CorporateNews/202009/3181857.html,,en,,primary,open,false,
wba_src_01HREAL065,Turkish firms mark 5 years of airport operation in Senegal - Daily Sabah,Daily Sabah,,journalism,wba_date_01HREAL078,wba_date_01HREAL013,https://www.dailysabah.com/business/economy/turkish-firms-mark-5-years-of-airport-operation-in-senegal,,en,,secondary,open,false,
wba_src_01HREAL066,BK Arena - Ministry of Infrastructure Rwanda,Ministry of Infrastructure Rwanda,,public_agency,wba_date_01HREAL080,wba_date_01HREAL013,https://www.mininfra.gov.rw/updates/news-details/president-kagame-inaugurates-newly-built-kigali-arena,,en,,primary,open,false,
wba_src_01HREAL067,President Museveni commissions Karuma Hydropower Plant - State House Uganda,State House Uganda,,public_agency,wba_date_01HREAL082,wba_date_01HREAL013,https://statehouse.go.ug/president-museveni-commissions-600mw-karuma-hydropower-plant-paving-the-way-for-ugandas-energy-and-economic-growth,,en,,primary,open,false,
wba_src_01HREAL068,Uganda commissions China-financed hydropower plant - Reuters,Reuters,,journalism,wba_date_01HREAL082,wba_date_01HREAL013,https://www.reuters.com/business/energy/uganda-commissions-17-bln-china-financed-hydropower-plant-2024-09-26,,en,,primary,open,false,
wba_src_01HREAL069,Zagtouli Solar Power Station - AFD,Agence Francaise de Developpement,,public_agency,wba_date_01HREAL083,wba_date_01HREAL013,https://www.afd.fr/en/carte-des-projets/developing-solar-power-facilitate-access-reliable-and-cheap-energy,,en,,primary,open,false,
wba_src_01HREAL072,Akosombo Dam - Institution of Civil Engineers,Institution of Civil Engineers,,trade,wba_date_01HREAL089,wba_date_01HREAL013,https://www.ice.org.uk/what-is-civil-engineering/infrastructure-projects/akosombo-dam,,en,,secondary,open,false,
wba_src_01HREAL074,Aswan High Dam - Egyptian Ministry of Water Resources,Egyptian Ministry of Water Resources and Irrigation,,public_agency,wba_date_01HREAL093,wba_date_01HREAL013,https://www.mwri.gov.eg/?page_id=33310,,en,,primary,open,false,
wba_src_01HREAL075,Great Man-Made River - Britannica,Encyclopaedia Britannica,,trade,wba_date_01HREAL095,wba_date_01HREAL013,https://www.britannica.com/topic/Great-Man-Made-River,,en,,secondary,open,false,
wba_src_01HREAL077,Merowe Dam - China International Water and Electric Corporation,China International Water and Electric Corporation,,company_announcement,wba_date_01HREAL099,wba_date_01HREAL013,https://english.cwe.cn/zdxm/202409/t20240923_267118.html,,en,,primary,open,false,
wba_src_01HREAL079,Soubre commissioning - Xinhua,Xinhua News Agency,,journalism,wba_date_01HREAL101,wba_date_01HREAL013,http://www.xinhuanet.com/english/2017-11/02/c_136723687.htm,,en,,primary,open,false,
wba_src_01HREAL082,Tanzania China-backed $10bn port stalls over terms - Reuters,Reuters,,journalism,wba_date_01HREAL106,wba_date_01HREAL013,https://www.reuters.com/article/markets/tanzanias-china-backed-10-billion-port-plan-stalls-over-terms-official-idUSL5N22Y26W/,,en,,primary,open,false,
wba_src_01HREAL083,Tanzania suspends Bagamoyo port - ENR,Engineering News-Record,,trade,wba_date_01HREAL106,wba_date_01HREAL013,https://www.enr.com/articles/47134-tanzania-suspends-bagamoyo-port-project,,en,,secondary,open,false,
wba_src_01HREAL084,East Africa $5.6bn oil pipeline nears finish - ENR,Engineering News-Record,,trade,wba_date_01HREAL109,wba_date_01HREAL013,https://www.enr.com/articles/63278-east-africa-56b-oil-pipeline-nears-finish-with-friends-and-foes-watching,,en,,secondary,open,false,
wba_src_01HREAL087,Great Mosque of Algiers - Associated Press,Associated Press,,journalism,wba_date_01HREAL114,wba_date_01HREAL013,https://apnews.com/article/algeria-mosque-dd69a238023a3db8f0312ca0e4f5bad5,,en,,primary,open,false,
wba_src_01HREAL091,Djibouti ends DP World contract - Reuters,Reuters,,journalism,wba_date_01HREAL120,wba_date_01HREAL013,https://www.reuters.com/article/world/djibouti-ends-dubais-dp-world-contract-to-run-container-terminal-idUSKCN1G62HD/,,en,,primary,open,false,
wba_src_01HREAL092,Morupule B Power Station - Reuters,Reuters,,journalism,wba_date_01HREAL121,wba_date_01HREAL013,https://www.reuters.com/article/business/finance/botswanacancels-plans-to-sell-troubled-power-plant-to-chinese-firm-idUSL5N1TB0FE/,,en,,primary,open,false,
wba_src_01HREAL099,Jiji and Mulembwe Hydropower - Orascom,Orascom Construction,,company_announcement,wba_date_01HREAL138,wba_date_01HREAL013,https://orascom.com/projects/jiji-mulembwe-hydropower-project/,,en,,primary,open,false,
wba_src_01HREAL100,Cabo Verde Airports - IFC Disclosure,International Finance Corporation,,public_agency,wba_date_01HREAL140,wba_date_01HREAL013,https://disclosures.ifc.org/project-detail/SII/43450/cv-airports,,en,,primary,open,false,
wba_src_01HREAL101,China Gezhouba to rehabilitate Boali II,Afrik21,,journalism,wba_date_01HREAL142,wba_date_01HREAL013,https://www.afrik21.africa/en/central-african-republic-china-gezhouba-to-rehabilitate-boali-ii-hydroelectric-plant/,,en,,secondary,open,false,
wba_src_01HREAL102,Chad Djermaya Solar contract - Elsewedy,Afrik21,,journalism,wba_date_01HREAL144,wba_date_01HREAL013,https://www.afrik21.africa/en/chad-egypts-elsewedy-wins-the-contract-for-the-djermaya-solar-power-plant/,,en,,secondary,open,false,
wba_src_01HREAL103,Child Friendship Hospital Bambao - AidData,AidData,,research_report,wba_date_01HREAL145,wba_date_01HREAL013,https://china.aiddata.org/projects/21627/,,en,,secondary,open,false,
wba_src_01HREAL104,Pointe-Noire Brazzaville National Highway No.1 - CSCEC,China State Construction Engineering Corporation,,company_announcement,wba_date_01HREAL148,wba_date_01HREAL013,https://en.cscec.com/CompanyNews/CorporateNews/202302/3620895.html,,en,,primary,open,false,
wba_src_01HREAL105,Nguema-Sipopo Road - Arab Contractors,The Arab Contractors,,company_announcement,wba_date_01HREAL150,wba_date_01HREAL013,https://www.arabcont.com/English/project-578,,en,,primary,open,false,
wba_src_01HREAL106,Hirgigo Power Plant Extension - Shabait,Eritrea Ministry of Information,,public_agency,wba_date_01HREAL155,wba_date_01HREAL013,https://shabait.com/2017/11/15/hirgigo-power-plant-project-worth-over-98-million-dollars-implemented/,,en,,primary,open,false,
wba_src_01HREAL107,Maguga Dam - KOBWA,Komati Basin Water Authority,,public_agency,wba_date_01HREAL156,wba_date_01HREAL013,https://www.kobwa.co.za/maguga/,,en,,primary,open,false,
wba_src_01HREAL108,Trans-Gabon Railway SETRAG financing - IFC,International Finance Corporation,,public_agency,wba_date_01HREAL158,wba_date_01HREAL013,https://www.ifc.org/en/pressroom/2026/proparco-ifc-and-setrag-sign-a-312-million-financing-agreement-to-modernize-the-tr,,en,,primary,open,false,
wba_src_01HREAL109,Senegambia Bridge - AfDB,African Development Bank,,public_agency,wba_date_01HREAL159,wba_date_01HREAL013,https://blogs.afdb.org/economic-growth/the-bridge-that-took-more-than-fifty-years-to-build-430,,en,,primary,open,false,
wba_src_01HREAL110,Bissau-Safim Highway inaugurated - Xinhua,Xinhua News Agency,,journalism,wba_date_01HREAL161,wba_date_01HREAL013,https://english.news.cn/africa/20250617/b9414896210749208c54f98778b8e144/c.html,,en,,primary,open,false,
wba_src_01HREAL111,Katse Dam - Lesotho Highlands Development Authority,Lesotho Highlands Development Authority,,public_agency,wba_date_01HREAL162,wba_date_01HREAL013,https://lhda.org.ls/projectphases/phasei,,en,,primary,open,false,
wba_src_01HREAL112,Mount Coffee Hydropower Rehabilitation - Renewable Energy World,Renewable Energy World,,trade,wba_date_01HREAL159,wba_date_01HREAL013,https://www.renewableenergyworld.com/energy-business/energy-finance/dawnus-to-perform-main-civil-works-rehab-at-liberia-s-64-mw-mount-coffee-hydroelectric-project/,,en,,secondary,open,false,
wba_src_01HREAL113,Sahofika Hydropower - Eranove,Eranove,,company_announcement,wba_date_01HREAL164,wba_date_01HREAL013,https://www.eranove.com/en/africa/sahofika/,,en,,primary,open,false,
wba_src_01HREAL114,Gouina Hydropower inaugurated - PowerChina,PowerChina,,company_announcement,wba_date_01HREAL057,wba_date_01HREAL013,https://en.powerchina.cn/2023-10/20/c_828535.htm,,en,,primary,open,false,
wba_src_01HREAL115,Friendship Port of Nouakchott - CRBC,China Road and Bridge Corporation,,company_announcement,wba_date_01HREAL168,wba_date_01HREAL013,https://www.crbc.com/site/crbcEN/MNFS/index.html?id=570e2bf6-b830-4fd4-80d9-1c51e2336193,,en,,primary,open,false,
wba_src_01HREAL116,Metro Express Light Rail - Larsen & Toubro,Larsen & Toubro,,company_announcement,wba_date_01HREAL172,wba_date_01HREAL013,https://www.larsentoubro.com/media/35505/2017-08-02-lt-to-build-light-rail-system-metro-express-in-mauritius.pdf,,en,,primary,open,false,
wba_src_01HREAL117,Sao Tome Airport upgrade - CLBrief,CLBrief,,journalism,wba_date_01HREAL174,wba_date_01HREAL013,https://www.clbrief.com/china-to-invest-usd-100-million-sao-tome-international-airport-expansion/,,en,,secondary,open,false,
wba_src_01HREAL118,Port Victoria dredging - Jan De Nul,Dredging Today,,trade,wba_date_01HREAL175,wba_date_01HREAL013,https://www.dredgingtoday.com/2023/02/08/exclusive-jan-de-nul-wins-port-victoria-dredging-contract-in-seychelles/,,en,,secondary,open,false,
wba_src_01HREAL119,Qatar Fund road project Mogadishu - QFFD,Qatar Fund for Development,,public_agency,wba_date_01HREAL176,wba_date_01HREAL013,https://www.qatarfund.org.qa/project/qatar-fund-for-development-is-laying-the-foundation-stone-for-a-two-road-project-in-the-somali-city-of-mogadishu/,,en,,primary,open,false,
wba_src_01HREAL120,Juba-Nimule Road - USAID OIG Audit,USAID Office of Inspector General,,public_agency,wba_date_01HREAL178,wba_date_01HREAL013,https://oig.usaid.gov/sites/default/files/2018-06/4-668-12-010-p.pdf,,en,,primary,open,false,
wba_src_01HREAL121,Lome Container Terminal - Agence Ecofin,Agence Ecofin,,journalism,wba_date_01HREAL159,wba_date_01HREAL013,https://www.agenceecofin.com/investissement/0309-6501-apres-bollore-le-port-de-lome-accueille-china-merchants-un-important-operateur-portuaire,,en,,secondary,open,false,
wba_src_01HREAL122,Porto Ingles modernisation - AfDB programme,IMWO AfDB programme,,public_agency,wba_date_01HREAL175,wba_date_01HREAL013,https://imwo.org/projects/proj-cabo-verde-porto-ingles-palmeira-modernisation,,en,,primary,open,false,
wba_src_01HREAL124,El Dabaa Nuclear Power Plant,Power Technology,,journalism,wba_date_01HREAL182,wba_date_01HREAL013,https://www.power-technology.com/projects/el-dabaa-nuclear-power-plant/,,en,,primary,open,false,
wba_src_01HREAL174,Hwange 7&8 - Zimbabwe Power Company project page,Zimbabwe Power Company,,public_agency,wba_date_01HREAL001,wba_date_01HREAL013,https://www.zpc.co.zw/hwange,,en,,primary,open,false,
wba_src_01HREAL125,Egypt High-Speed Rail 2000km,Siemens,,journalism,wba_date_01HREAL183,wba_date_01HREAL013,https://press.siemens.com/global/en/pressrelease/siemens-mobility-finalizes-contract-2000-km-high-speed-rail-system-egypt,,en,,primary,open,false,
wba_src_01HREAL175,Kariba South - ZPC project page,Zimbabwe Power Company,,public_agency,wba_date_01HREAL003,wba_date_01HREAL013,https://www.zpc.co.zw/kariba,,en,,primary,open,false,
wba_src_01HREAL126,Lekki Deep Sea Port,ThisDay Live,,journalism,wba_date_01HREAL184,wba_date_01HREAL013,https://www.thisdaylive.com/2022/11/01/china-harbour-completes-construction-of-1-5bn-lekki-deep-sea-port/,,en,,primary,open,false,
wba_src_01HREAL176,RGM Airport - Herald Zimbabwe,The Herald (Zimbabwe),,journalism,wba_date_01HREAL005,wba_date_01HREAL013,https://www.herald.co.zw/rgm-airport-expansion-completed/,,en,,secondary,open,false,
wba_src_01HREAL127,Zungeru Hydropower 700MW,Power Technology,,journalism,wba_date_01HREAL185,wba_date_01HREAL013,https://www.power-technology.com/projects/zungeru-hydropower-project/,,en,,primary,open,false,
