id,source_id,project_id,organization_id,contract_id,verbatim_quote,claim_text,claim_type,evidence_strength,corroboration_status
wba_clm_01HREAL011,wba_src_01HREAL012,wba_prj_01HREAL008,wba_org_01HREAL014,wba_ctr_01HREAL007,The Ethiopia-Djibouti railway was constructed by China Railway Group and CCECC with financing from Exim Bank of China.,CREC and CCECC constructed Ethio-Djibouti Railway with Exim Bank financing.,award,corroborated,corroborated
wba_clm_01HREAL012,wba_src_01HREAL013,wba_prj_01HREAL008,,,"The 752 km Ethiopia-Djibouti railway was inaugurated on October 5, 2016.",Ethio-Djibouti Railway inaugurated 5 October 2016.,status,officially_reported,corroborated
wba_clm_01HREAL013,wba_src_01HREAL014,wba_prj_01HREAL009,wba_org_01HREAL020,,"Webuild is the contractor for the Grand Ethiopian Renaissance Dam with 5,150 MW capacity.","Webuild (Italy) is contractor for GERD, 5,150 MW.",award,corroborated,corroborated
wba_clm_01HREAL014,wba_src_01HREAL015,wba_prj_01HREAL009,,,"Ethiopia inaugurated the GERD on September 9, 2025.",GERD inaugurated 9 September 2025.,status,credibly_reported,corroborated
wba_clm_01HREAL015,wba_src_01HREAL016,wba_prj_01HREAL010,wba_org_01HREAL022,wba_ctr_01HREAL010,"The New Parliament Building constructed by Shanghai Construction Group was handed over on October 26, 2023.","Shanghai Construction Group constructed New Parliament Building, handed over 26 October 2023.",award,corroborated,corroborated
wba_clm_01HREAL016,wba_src_01HREAL017,wba_prj_01HREAL010,wba_org_01HREAL024,,China provided RMB 675.8 million grant for New Parliament Building via MOFCOM.,China Ministry of Commerce provided RMB 675.8m grant for New Parliament.,value,credibly_reported,uncorroborated
wba_clm_01HREAL017,wba_src_01HREAL018,wba_prj_01HREAL011,wba_org_01HREAL005,wba_ctr_01HREAL011,"Mugabe opened the $150 million China-funded Victoria Falls International Airport on November 19, 2016.","China Jiangsu built Victoria Falls Airport, $150m Exim Bank loan, opened 19 November 2016.",award,credibly_reported,corroborated
wba_clm_01HREAL018,wba_src_01HREAL019,wba_prj_01HREAL012,wba_org_01HREAL027,,Kenya signed financing agreement with Export-Import Bank of Korea for $94.7m for Kenya-KAIST at Konza.,Korea Eximbank provided $94.7m EDCF loan for Kenya-KAIST.,value,officially_reported,corroborated
wba_clm_01HREAL019,wba_src_01HREAL020,wba_prj_01HREAL013,wba_org_01HREAL007,wba_ctr_01HREAL012,"A consortium led by China Communications Construction Company won the $484m contract for first three berths at Lamu port on April 11, 2013.","CCCC/CRBC won $484m contract for Lamu Port first 3 berths, 11 April 2013.",award,confirmed,corroborated
wba_clm_01HREAL020,wba_src_01HREAL021,wba_prj_01HREAL014,wba_org_01HREAL019,wba_ctr_01HREAL013,"Hawassa Industrial Park was constructed by CCECC and inaugurated on July 20, 2016.","CCECC constructed Hawassa Industrial Park, inaugurated 20 July 2016.",award,credibly_reported,corroborated
wba_clm_01HREAL021,wba_src_01HREAL022,wba_prj_01HREAL014,wba_org_01HREAL019,,"China Civil Engineering Corporation concluded a $246m deal for Hawassa Industrial Park on July 16, 2015.","CCECC $246m deal for Hawassa Industrial Park, 16 July 2015.",value,officially_reported,uncorroborated
wba_clm_01HREAL022,wba_src_01HREAL023,wba_prj_01HREAL015,wba_org_01HREAL025,wba_ctr_01HREAL014,Daewoo Engineering & Construction won the $161m contract for Kazungula Bridge in August 2014.,"Daewoo E&C won $161m Kazungula Bridge contract, August 2014.",award,credibly_reported,corroborated
wba_clm_01HREAL023,wba_src_01HREAL024,wba_prj_01HREAL016,wba_org_01HREAL033,wba_ctr_01HREAL016,Raubex was appointed by Zimborders as the EPC Contractor for Beitbridge Border Post Modernisation.,Raubex was appointed EPC Contractor for Beitbridge Border Post Modernisation.,award,officially_reported,corroborated
wba_clm_01HREAL024,wba_src_01HREAL026,wba_prj_01HREAL017,wba_org_01HREAL035,wba_ctr_01HREAL017,Zimbabwe launches two data centers in partnership with Huawei under $98m loan from China Exim.,Huawei built TelOne broadband and 2 data centres with $98m China Exim loan.,award,corroborated,corroborated
wba_clm_01HREAL025,wba_src_01HREAL027,wba_prj_01HREAL018,wba_org_01HREAL037,wba_ctr_01HREAL018,"Energy China signed Contract for Thwake Multi-purpose Dam Project with Ministry of Water and Irrigation of Kenya on November 15, 2017.","CGGC signed Thwake Dam contract with Kenya Ministry of Water, 15 November 2017.",award,officially_reported,corroborated
wba_clm_01HREAL026,wba_src_01HREAL029,wba_prj_01HREAL019,wba_org_01HREAL039,wba_ctr_01HREAL019,Toyo Construction received order for Mombasa Port Container Terminal construction in 2012.,"Toyo Construction is contractor for Mombasa Port Second Container Terminal, order 2012.",award,officially_reported,corroborated
wba_clm_01HREAL027,wba_src_01HREAL030,wba_prj_01HREAL019,wba_org_01HREAL040,,Kenya Ports Authority modernization funded by JICA Sh32bn loan for second container terminal.,JICA financed Sh32bn for Mombasa Port second terminal.,value,credibly_reported,uncorroborated
wba_clm_01HREAL028,wba_src_01HREAL031,wba_prj_01HREAL020,wba_org_01HREAL042,wba_ctr_01HREAL020,Adama Wind Power Project constructed by CGCOC and HydroChina with Goldwind turbines.,CGCOC/HydroChina constructed Adama Wind Power with Goldwind turbines.,award,officially_reported,corroborated
wba_clm_01HREAL029,wba_src_01HREAL032,wba_prj_01HREAL021,wba_org_01HREAL008,wba_ctr_01HREAL021,"Bole International Airport new terminal built by China Communications Construction Company, started 2015.","CCCC built Bole Airport expansion, started 2015.",award,corroborated,corroborated
wba_clm_01HREAL030,wba_src_01HREAL033,wba_prj_01HREAL022,wba_org_01HREAL001,wba_ctr_01HREAL022,"Zambia Kafue Gorge Lower Hydropower Station built by Sinohydro, 750MW.",Sinohydro built Kafue Gorge Lower 750MW hydropower station.,award,officially_reported,corroborated
wba_clm_01HREAL031,wba_src_01HREAL034,wba_prj_01HREAL023,wba_org_01HREAL047,wba_ctr_01HREAL023,Julius Nyerere Hydropower Plant 2115MW constructed by JV Arab Contractors and Elsewedy Electric.,JV Arab Contractors and Elsewedy Electric built Nyerere Dam 2115MW.,award,officially_reported,corroborated
wba_clm_01HREAL032,wba_src_01HREAL035,wba_prj_01HREAL024,wba_org_01HREAL007,wba_ctr_01HREAL024,Maputo Bridge and Link Roads project built by China Road and Bridge Corporation.,CRBC built Maputo-Katembe Bridge.,award,officially_reported,corroborated
wba_clm_01HREAL033,wba_src_01HREAL037,wba_prj_01HREAL025,wba_org_01HREAL050,wba_ctr_01HREAL025,"Mota-Engil is developer and EPC contractor for new Bugesera International Airport, 75% Bugesera Airport Company.","Mota-Engil is developer and EPC contractor for Bugesera Airport, 75%.",award,officially_reported,corroborated
wba_clm_01HREAL034,wba_src_01HREAL039,wba_prj_01HREAL026,wba_org_01HREAL052,wba_ctr_01HREAL026,"Eiffage starts work on Dakar Regional Express Train project under contract worth more than 370 million euros, consortium leader 45%.","Eiffage led consortium started Dakar TER, contract 370m euros, leader 45%.",award,officially_reported,corroborated
wba_clm_01HREAL035,wba_src_01HREAL040,wba_prj_01HREAL027,wba_org_01HREAL001,wba_ctr_01HREAL027,Bui Generating Station EPC Contract Agreement signed on 19 April 2007 between Ministry of Energy and Sinohydro Corporation.,Sinohydro EPC contract for Bui Dam signed 19 April 2007.,award,officially_reported,corroborated
wba_clm_01HREAL036,wba_src_01HREAL041,wba_prj_01HREAL028,wba_org_01HREAL057,wba_ctr_01HREAL028,Angola inaugurates Lauca Hydroelectric Plant built by OEC (Odebrecht).,OEC (Odebrecht) built Lauca Hydroelectric Plant.,award,officially_reported,corroborated
wba_clm_01HREAL037,wba_src_01HREAL042,wba_prj_01HREAL029,wba_org_01HREAL008,wba_ctr_01HREAL029,"Two thirds of US$476m Kampala-Entebbe scheme financed by EXIM Bank, 5-year design and build contract awarded to China Communications Construction Company.","CCCC built Kampala-Entebbe Expressway, 2/3 financed by China Exim $350m, 5-year contract.",award,corroborated,corroborated
wba_clm_01HREAL038,wba_src_01HREAL043,wba_prj_01HREAL030,wba_org_01HREAL035,wba_ctr_01HREAL030,Malawi National Optic Fibre Backbone Project completed by Huawei in April 2018.,Huawei completed Malawi National Fibre Backbone in April 2018.,award,officially_reported,corroborated
wba_clm_01HREAL039,wba_src_01HREAL044,wba_prj_01HREAL031,wba_org_01HREAL020,wba_ctr_01HREAL031,Tokwe-Mukosi Dam constructed by Salini Impregilo (Webuild) completed December 2016.,"Webuild constructed Tokwe-Mukosi Dam, completed Dec 2016.",award,corroborated,corroborated
wba_clm_01HREAL040,wba_src_01HREAL045,wba_prj_01HREAL032,wba_org_01HREAL035,wba_ctr_01HREAL032,Zimbabwe advances on $71m mobile broadband project with Huawei under NetOne Phase 3.,"Huawei built NetOne Broadband Phase 3, $71m.",award,corroborated,corroborated
wba_clm_01HREAL041,wba_src_01HREAL047,wba_prj_01HREAL033,wba_org_01HREAL040,wba_ctr_01HREAL033,JICA financed Olkaria Geothermal Power Plants Units 4&5 and Olkaria V.,JICA financed Olkaria Geothermal 140MW.,value,corroborated,corroborated
wba_clm_01HREAL042,wba_src_01HREAL048,wba_prj_01HREAL034,wba_org_01HREAL067,wba_ctr_01HREAL034,Kenyan President launched AfDB-financed Nairobi Outer Ring Road Improvement Project in January 2015 with China Wu Yi as contractor.,"China Wu Yi was contractor for Outer Ring Road, AfDB financed, launched Jan 2015.",award,officially_reported,corroborated
wba_clm_01HREAL043,wba_src_01HREAL044,wba_prj_01HREAL036,wba_org_01HREAL071,wba_ctr_01HREAL035,"Kenneth Kaunda International Airport Expansion constructed by China Jiangxi International, $360m Exim loan.","CJIC built KKIA expansion, $360m Exim loan.",award,corroborated,corroborated
wba_clm_01HREAL044,wba_src_01HREAL051,wba_prj_01HREAL037,wba_org_01HREAL054,wba_ctr_01HREAL036,Tanzania signs $1.9bn railway contract with Turkish firm Yapi Merkezi in December 2021.,"Yapi Merkezi signed $1.9bn Tanzania SGR Lots 3&4, Dec 2021.",award,confirmed,corroborated
wba_clm_01HREAL045,wba_src_01HREAL052,wba_prj_01HREAL038,wba_org_01HREAL074,,"Vale and Mitsui are sponsors of Nacala Railway and Port Corridor, 912km.",Vale and Mitsui sponsored Nacala Corridor 912km.,award,corroborated,corroborated
wba_clm_01HREAL046,wba_src_01HREAL053,wba_prj_01HREAL039,wba_org_01HREAL076,wba_ctr_01HREAL037,AECOM was designer for Tema Port Expansion Terminal 3.,AECOM designed Tema Port T3.,award,corroborated,corroborated
wba_clm_01HREAL047,wba_src_01HREAL055,wba_prj_01HREAL040,wba_org_01HREAL042,wba_ctr_01HREAL038,"Caculo Cabaca Hydropower Station 2172MW to be built by CGGC, financed by ICBC 85% $4.5bn.","CGGC will build Caculo Cabaca 2172MW, ICBC 85% $4.5bn.",award,corroborated,corroborated
wba_clm_01HREAL048,wba_src_01HREAL056,wba_prj_01HREAL041,wba_org_01HREAL081,wba_ctr_01HREAL039,AfDB financed Noor Ouarzazate Solar Complex Phase I.,AfDB financed Noor Phase I.,value,officially_reported,corroborated
wba_clm_01HREAL049,wba_src_01HREAL058,wba_prj_01HREAL042,wba_org_01HREAL083,wba_ctr_01HREAL040,Namibia launched expanded Walvis Bay port new container terminal on 2 August 2019 built by CHEC.,Namport launched Walvis Bay terminal 2 Aug 2019 built by CHEC.,award,officially_reported,corroborated
wba_clm_01HREAL050,wba_src_01HREAL060,wba_prj_01HREAL043,wba_org_01HREAL084,wba_ctr_01HREAL041,"Kribi Deep Sea Port Phase I wharf 615m and Phase II 715m built by CHEC, handover Feb 2025.",CHEC built Kribi Port Phases I and II.,award,officially_reported,corroborated
wba_clm_01HREAL051,wba_src_01HREAL062,wba_prj_01HREAL044,wba_org_01HREAL086,wba_ctr_01HREAL042,Gautrain Rapid Rail System built by Bombela Consortium including Bouygues Travaux Publics.,Bouygues built Gautrain 80km via Bombela.,award,officially_reported,corroborated
wba_clm_01HREAL052,wba_src_01HREAL063,wba_prj_01HREAL045,wba_org_01HREAL087,wba_ctr_01HREAL043,Busanga Hydropower Plant 240MW commissioned on 6 October 2023 by PowerChina and CREC.,"PowerChina/CREC commissioned Busanga 240MW, 6 Oct 2023.",award,corroborated,corroborated
wba_clm_01HREAL053,wba_src_01HREAL064,wba_prj_01HREAL046,wba_org_01HREAL088,wba_ctr_01HREAL044,"New Administrative Capital CBD built by CSCEC, $3bn contract 2016.","CSCEC built New Capital CBD, $3bn.",award,corroborated,corroborated
wba_clm_01HREAL054,wba_src_01HREAL065,wba_prj_01HREAL047,wba_org_01HREAL090,wba_ctr_01HREAL045,"Turkish firms Limak and Summa mark 5 years of airport operation in Senegal, AIBD.",Limak/Summa built and operate AIBD Dakar.,award,corroborated,corroborated
wba_clm_01HREAL055,wba_src_01HREAL066,wba_prj_01HREAL048,wba_org_01HREAL091,wba_ctr_01HREAL046,President Kagame inaugurated BK Arena built by Summa Construction in August 2019.,"Summa built BK Arena, inaugurated Aug 2019.",award,corroborated,corroborated
wba_clm_01HREAL056,wba_src_01HREAL067,wba_prj_01HREAL049,wba_org_01HREAL001,wba_ctr_01HREAL047,President Museveni commissioned Karuma Hydropower Plant 600MW built by Sinohydro on 26 September 2024.,"Sinohydro built Karuma 600MW, commissioned 26 Sep 2024.",award,officially_reported,corroborated
wba_clm_01HREAL057,wba_src_01HREAL068,wba_prj_01HREAL049,,,Uganda commissions $1.7bn China-financed Karuma hydropower plant - Reuters.,"Karuma $1.7bn China-financed, $1.4bn Exim.",value,confirmed,uncorroborated
wba_clm_01HREAL058,wba_src_01HREAL069,wba_prj_01HREAL050,wba_org_01HREAL098,wba_ctr_01HREAL048,"Zagtouli Solar Power Station 33MW built by Cegelec (Vinci) with EU 25m + AFD 22.5m, commissioned Nov 2017.","Cegelec built Zagtouli 33MW, commissioned Nov 2017.",award,officially_reported,corroborated
wba_clm_01HREAL061,wba_src_01HREAL072,wba_prj_01HREAL053,wba_org_01HREAL103,wba_ctr_01HREAL050,"Akosombo Dam was built by Impregilo, commissioned 1965.",Impregilo built Akosombo Dam 1961-1965.,award,corroborated,corroborated
wba_clm_01HREAL135,wba_src_01HREAL101,wba_prj_01HREAL078,wba_org_01HREAL103,wba_ctr_01HREAL076,"China Gezhouba to rehabilitate Boali II Hydroelectric Plant, August 2021.","CGGC China to rehabilitate Boali II Hydro Plant, August 2021.",award,corroborated,corroborated
wba_clm_01HREAL063,wba_src_01HREAL074,wba_prj_01HREAL055,wba_org_01HREAL107,wba_ctr_01HREAL051,Aswan High Dam was designed by Soviet Hydroproject Institute and financed by USSR.,Soviet Hydroproject designed Aswan High Dam financed by USSR.,award,corroborated,corroborated
wba_clm_01HREAL136,wba_src_01HREAL103,wba_prj_01HREAL080,wba_org_01HREAL107,wba_ctr_01HREAL078,"Bambao-Mtsanga Hospital built by China Jiangsu, El-Maarouf CHU by China Shenyang International.","China Jiangsu built Bambao Hospital, Shenyang built El-Maarouf.",award,corroborated,corroborated
wba_clm_01HREAL064,wba_src_01HREAL075,wba_prj_01HREAL056,wba_org_01HREAL088,,"Great Man-Made River Phases I-II completed 1991 and 1996 by Dong Ah Korea, Phases III-IV delayed post-2011 war.","Dong Ah completed GMR Phases I-II 1991/1996, Phases III-IV delayed.",award,corroborated,corroborated
wba_clm_01HREAL137,wba_src_01HREAL104,wba_prj_01HREAL081,wba_org_01HREAL088,wba_ctr_01HREAL079,Pointe-Noire to Brazzaville National Highway No.1 535km built by CSCEC March 2008-March 2016.,CSCEC built Pointe-Noire-Brazzaville 535km RN1 2008-2016.,award,officially_reported,corroborated
wba_clm_01HREAL069,wba_src_01HREAL082,wba_prj_01HREAL061,,,Tanzania China-backed $10bn port plan stalls over terms - Bagamoyo suspended 2019.,Bagamoyo Port $10bn suspended 2019 over terms.,status,confirmed,corroborated
wba_clm_01HREAL138,wba_src_01HREAL109,wba_prj_01HREAL086,wba_org_01HREAL114,wba_ctr_01HREAL084,"Senegambia Bridge opened January 2019 built by Isolux Corsan Spain/Arezki Senegal, AfDB/EU.",Isolux/Arezki built Senegambia Bridge opened Jan 2019.,award,officially_reported,corroborated
wba_clm_01HREAL070,wba_src_01HREAL084,wba_prj_01HREAL062,wba_org_01HREAL121,,East Africa $5.6bn oil pipeline nears finish - EACOP.,TotalEnergies operates EACOP $5.6bn.,award,corroborated,corroborated
wba_clm_01HREAL139,wba_src_01HREAL110,wba_prj_01HREAL087,wba_org_01HREAL115,wba_ctr_01HREAL085,Bissau-Safim Highway 8.2km inaugurated 16 June 2025 by Longjian China $30m grant.,Longjian China built Bissau-Safim 8.2km $30m grant.,award,officially_reported,corroborated
wba_clm_01HREAL073,wba_src_01HREAL087,wba_prj_01HREAL065,wba_org_01HREAL088,wba_ctr_01HREAL055,Great Mosque of Algiers built by CSCEC China 1bn 2012-2019.,CSCEC built Great Mosque of Algiers 2012-2019.,award,officially_reported,corroborated
wba_clm_01HREAL140,wba_src_01HREAL113,wba_prj_01HREAL090,wba_org_01HREAL120,wba_ctr_01HREAL088,"Sahofika 192MW by Eranove France, ESIA 2019 pre-construction.",Eranove Sahofika 192MW ESIA 2019.,award,corroborated,corroborated
wba_clm_01HREAL076,wba_src_01HREAL091,wba_prj_01HREAL068,wba_org_01HREAL134,wba_ctr_01HREAL058,Djibouti ends DP World contract to run container terminal on 22 Feb 2018.,Djibouti cancelled DP World Doraleh contract 22 Feb 2018.,status,confirmed,corroborated
wba_clm_01HREAL141,wba_src_01HREAL116,wba_prj_01HREAL093,wba_org_01HREAL124,wba_ctr_01HREAL091,"Larsen & Toubro to build light rail Metro Express in Mauritius, 31 July 2017.",L&T to build Metro Express Mauritius 31 July 2017.,award,officially_reported,corroborated
wba_clm_01HREAL077,wba_src_01HREAL092,wba_prj_01HREAL069,wba_org_01HREAL136,wba_ctr_01HREAL059,"Botswana cancels plans to sell troubled Morupule B power plant to Chinese firm, defective commissioned 2012-2014.",CNEEC built Morupule B defective 2012-2014.,award,confirmed,corroborated
wba_clm_01HREAL142,wba_src_01HREAL117,wba_prj_01HREAL094,wba_org_01HREAL125,wba_ctr_01HREAL092,China to invest $100m Sao Tome International Airport expansion 600m runway.,China $100m Sao Tome Airport 600m runway.,award,corroborated,corroborated
wba_clm_01HREAL085,wba_src_01HREAL124,wba_prj_01HREAL101,wba_org_01HREAL150,,El Dabaa Nuclear Power Plant built by Rosatom.,Rosatom built El Dabaa Nuclear Power Plant.,award,corroborated,corroborated
wba_clm_01HREAL143,wba_src_01HREAL174,wba_prj_01HREAL001,wba_org_01HREAL001,wba_ctr_01HREAL001,"ZPC lists Sinohydro as contractor for Hwange Unit 7 and 8 expansion, 600MW.","ZPC confirms Sinohydro contractor for Hwange 7&8, 600MW.",award,corroborated,corroborated
wba_clm_01HREAL086,wba_src_01HREAL125,wba_prj_01HREAL102,wba_org_01HREAL151,,Egypt High-Speed Rail 2000km built by Siemens Mobility.,Siemens Mobility built Egypt High-Speed Rail 2000km.,award,corroborated,corroborated
wba_clm_01HREAL144,wba_src_01HREAL175,wba_prj_01HREAL002,wba_org_01HREAL001,,ZPC confirms Sinohydro expansion of Kariba South commissioned March 2018.,ZPC confirms Kariba South expansion commissioned March 2018.,award,corroborated,corroborated
wba_clm_01HREAL087,wba_src_01HREAL126,wba_prj_01HREAL103,wba_org_01HREAL152,,Lekki Deep Sea Port built by China Harbour Engineering Company.,China Harbour Engineering Company built Lekki Deep Sea Port.,award,corroborated,corroborated
wba_clm_01HREAL145,wba_src_01HREAL176,wba_prj_01HREAL003,wba_org_01HREAL005,,Herald reports RGM Airport expansion completed 2023.,Herald confirms RGM Airport expansion completed 2023.,status,corroborated,corroborated
wba_clm_01HREAL088,wba_src_01HREAL127,wba_prj_01HREAL104,wba_org_01HREAL153,,Zungeru Hydropower 700MW built by Sinohydro.,Sinohydro built Zungeru Hydropower 700MW.,award,corroborated,corroborated
wba_clm_01HREAL146,wba_src_01HREAL177,wba_prj_01HREAL004,wba_org_01HREAL007,,SCMP reports China-backed Nairobi Expressway opens paving way for more.,SCMP confirms Nairobi Expressway opens.,award,corroborated,corroborated
wba_clm_01HREAL089,wba_src_01HREAL128,wba_prj_01HREAL105,wba_org_01HREAL154,,Nachtigal Hydropower 420MW built by EDF.,EDF built Nachtigal Hydropower 420MW.,award,corroborated,corroborated
wba_clm_01HREAL147,wba_src_01HREAL178,wba_prj_01HREAL005,wba_org_01HREAL007,,Kenya Railways confirms Mombasa-Nairobi SGR inaugurated 2017.,Kenya Railways confirms SGR inaugurated 2017.,award,corroborated,corroborated
wba_clm_01HREAL090,wba_src_01HREAL129,wba_prj_01HREAL106,wba_org_01HREAL155,,Koysha Hydropower 2200MW built by WeBuild.,WeBuild built Koysha Hydropower 2200MW.,award,corroborated,corroborated
wba_clm_01HREAL148,wba_src_01HREAL179,wba_prj_01HREAL006,wba_org_01HREAL012,,Bloomberg reports Lake Turkana 310MW wind farm starts generation.,Bloomberg confirms Lake Turkana starts generation.,award,corroborated,corroborated
wba_clm_01HREAL091,wba_src_01HREAL130,wba_prj_01HREAL107,wba_org_01HREAL156,,Second River Niger Bridge built by Julius Berger.,Julius Berger built Second River Niger Bridge.,award,corroborated,corroborated
wba_clm_01HREAL149,wba_src_01HREAL180,wba_prj_01HREAL007,wba_org_01HREAL014,,Bloomberg reports Ethiopia opens Addis Light Rail 2015.,Bloomberg confirms Addis Light Rail opens 2015.,award,corroborated,corroborated
wba_clm_01HREAL092,wba_src_01HREAL131,wba_prj_01HREAL108,wba_org_01HREAL157,,Antonio Agostinho Neto Airport Luanda built by AVIC International.,AVIC International built Antonio Agostinho Neto Airport Luanda.,award,corroborated,corroborated
wba_clm_01HREAL150,wba_src_01HREAL181,wba_prj_01HREAL008,wba_org_01HREAL014,,CREC corporate confirms Ethio-Djibouti Railway constructed by CREC/CCECC.,CREC confirms Ethio-Djibouti Railway constructed.,award,corroborated,corroborated
wba_clm_01HREAL093,wba_src_01HREAL132,wba_prj_01HREAL109,wba_org_01HREAL086,,Henri Konan Bedie Bridge built by Bouygues Travaux Publics.,Bouygues Travaux Publics built Henri Konan Bedie Bridge.,award,corroborated,corroborated
wba_clm_01HREAL151,wba_src_01HREAL182,wba_prj_01HREAL009,wba_org_01HREAL020,,ENA reports Ethiopia inaugurates GERD 2025.,ENA confirms GERD inaugurated 2025.,award,corroborated,corroborated
wba_clm_01HREAL094,wba_src_01HREAL133,wba_prj_01HREAL110,wba_org_01HREAL159,,Isimba Hydropower 183MW built by CWE.,CWE built Isimba Hydropower 183MW.,award,corroborated,corroborated
wba_clm_01HREAL152,wba_src_01HREAL183,wba_prj_01HREAL010,wba_org_01HREAL022,,SCMP reports New Parliament $140m fully paid by Beijing.,SCMP confirms New Parliament $140m paid by Beijing.,value,corroborated,corroborated
wba_clm_01HREAL095,wba_src_01HREAL134,wba_prj_01HREAL111,wba_org_01HREAL160,,Lagos Blue Line 27km built by CCECC.,CCECC built Lagos Blue Line 27km.,award,corroborated,corroborated
wba_clm_01HREAL153,wba_src_01HREAL184,wba_prj_01HREAL011,wba_org_01HREAL005,,CJI corporate confirms Victoria Falls Airport built November 2016.,CJI confirms Victoria Falls Airport built Nov 2016.,award,corroborated,corroborated
wba_clm_01HREAL096,wba_src_01HREAL135,wba_prj_01HREAL112,wba_org_01HREAL161,,Algiers Metro Line 1 built by VINCI.,VINCI built Algiers Metro Line 1.,award,corroborated,corroborated
wba_clm_01HREAL097,wba_src_01HREAL136,wba_prj_01HREAL113,wba_org_01HREAL153,,Memve'ele Hydropower 211MW built by Sinohydro.,Sinohydro built Memve'ele Hydropower 211MW.,award,corroborated,corroborated
wba_clm_01HREAL098,wba_src_01HREAL137,wba_prj_01HREAL114,wba_org_01HREAL160,,Lagos-Ibadan Railway 157km built by CCECC.,CCECC built Lagos-Ibadan Railway 157km.,award,corroborated,corroborated
wba_clm_01HREAL099,wba_src_01HREAL138,wba_prj_01HREAL115,wba_org_01HREAL164,,Benban Solar Park 390MW built by Scatec.,Scatec built Benban Solar Park 390MW.,award,corroborated,corroborated
wba_clm_01HREAL100,wba_src_01HREAL139,wba_prj_01HREAL116,wba_org_01HREAL165,,Tanger Med Port Complex built by Bouygues Construction.,Bouygues Construction built Tanger Med Port Complex.,award,corroborated,corroborated
wba_clm_01HREAL101,wba_src_01HREAL140,wba_prj_01HREAL117,wba_org_01HREAL125,,Casablanca Tramway built by Alstom.,Alstom built Casablanca Tramway.,award,corroborated,corroborated
wba_clm_01HREAL102,wba_src_01HREAL141,wba_prj_01HREAL118,wba_org_01HREAL167,,Kotoka Airport Terminal 3 built by Mapa Construction.,Mapa Construction built Kotoka Airport Terminal 3.,award,corroborated,corroborated
wba_clm_01HREAL103,wba_src_01HREAL142,wba_prj_01HREAL119,wba_org_01HREAL168,,Medupi Power Station 4800MW built by Hitachi Power Europe.,Hitachi Power Europe built Medupi Power Station 4800MW.,award,corroborated,corroborated
