id,project_id,contract_id,org_id,role,start_date,end_date,share_percent,notes
wba_par_01HREAL126,wba_prj_01HREAL078,wba_ctr_01HREAL076,wba_org_01HREAL103,contractor,wba_date_01HREAL142,,,CGGC Boali
wba_par_01HREAL157,wba_prj_01HREAL127,wba_ctr_01HREAL101,wba_org_01HREAL160,contractor,wba_date_01HREAL208,,,CCECC
wba_par_01HREAL128,wba_prj_01HREAL080,wba_ctr_01HREAL078,wba_org_01HREAL107,contractor,wba_date_01HREAL145,,,China Jiangsu Bambao
wba_par_01HREAL158,wba_prj_01HREAL129,wba_ctr_01HREAL103,wba_org_01HREAL178,contractor,wba_date_01HREAL210,,,Summa Insaat
wba_par_01HREAL129,wba_prj_01HREAL081,wba_ctr_01HREAL079,wba_org_01HREAL088,contractor,wba_date_01HREAL148,,,CSCEC Pointe-Noire 535km
wba_par_01HREAL159,wba_prj_01HREAL130,wba_ctr_01HREAL104,wba_org_01HREAL121,contractor,wba_date_01HREAL211,,,Eiffage
wba_par_01HREAL134,wba_prj_01HREAL086,wba_ctr_01HREAL084,wba_org_01HREAL114,contractor,wba_date_01HREAL158,,,Isolux Corsan Senegambia
wba_par_01HREAL160,wba_prj_01HREAL135,wba_ctr_01HREAL109,wba_org_01HREAL125,contractor,wba_date_01HREAL216,,,Alstom
wba_par_01HREAL135,wba_prj_01HREAL087,wba_ctr_01HREAL085,wba_org_01HREAL115,contractor,wba_date_01HREAL160,,,Longjian Bissau-Safim $30m
wba_par_01HREAL161,wba_prj_01HREAL136,wba_ctr_01HREAL110,wba_org_01HREAL206,contractor,wba_date_01HREAL217,,,Mota-Engil
wba_par_01HREAL139,wba_prj_01HREAL090,wba_ctr_01HREAL088,wba_org_01HREAL121,contractor,wba_date_01HREAL164,,,Eiffage Sahofika
wba_par_01HREAL162,wba_prj_01HREAL140,wba_ctr_01HREAL114,wba_org_01HREAL052,contractor,wba_date_01HREAL221,,,Eiffage Genie Civil
wba_par_01HREAL142,wba_prj_01HREAL093,wba_ctr_01HREAL091,wba_org_01HREAL124,contractor,wba_date_01HREAL172,,,L&T Metro Express
wba_par_01HREAL163,wba_prj_01HREAL143,wba_ctr_01HREAL117,wba_org_01HREAL153,contractor,wba_date_01HREAL224,,,Sinohydro
wba_par_01HREAL143,wba_prj_01HREAL094,wba_ctr_01HREAL092,wba_org_01HREAL125,developer,wba_date_01HREAL174,,,FB Group Sao Tome 300m BOT
wba_par_01HREAL164,wba_prj_01HREAL144,wba_ctr_01HREAL118,wba_org_01HREAL193,contractor,wba_date_01HREAL225,,,Vergnet
wba_par_01HREAL100,wba_prj_01HREAL101,wba_ctr_01HREAL075,wba_org_01HREAL150,contractor,wba_date_01HREAL182,,,Rosatom
wba_par_01HREAL101,wba_prj_01HREAL102,wba_ctr_01HREAL076,wba_org_01HREAL151,contractor,wba_date_01HREAL183,,,Siemens Mobility
wba_par_01HREAL102,wba_prj_01HREAL103,wba_ctr_01HREAL077,wba_org_01HREAL152,contractor,wba_date_01HREAL184,,,China Harbour Engineering Company
wba_par_01HREAL107,wba_prj_01HREAL108,wba_ctr_01HREAL082,wba_org_01HREAL157,contractor,wba_date_01HREAL189,,,AVIC International
wba_par_01HREAL108,wba_prj_01HREAL109,wba_ctr_01HREAL083,wba_org_01HREAL086,contractor,wba_date_01HREAL190,,,Bouygues Travaux Publics
wba_par_01HREAL110,wba_prj_01HREAL111,wba_ctr_01HREAL085,wba_org_01HREAL160,contractor,wba_date_01HREAL192,,,CCECC
wba_par_01HREAL111,wba_prj_01HREAL112,wba_ctr_01HREAL086,wba_org_01HREAL161,contractor,wba_date_01HREAL193,,,VINCI
wba_par_01HREAL112,wba_prj_01HREAL113,wba_ctr_01HREAL087,wba_org_01HREAL153,contractor,wba_date_01HREAL194,,,Sinohydro
wba_par_01HREAL115,wba_prj_01HREAL116,wba_ctr_01HREAL090,wba_org_01HREAL165,contractor,wba_date_01HREAL197,,,Bouygues Construction
wba_par_01HREAL116,wba_prj_01HREAL117,wba_ctr_01HREAL091,wba_org_01HREAL125,contractor,wba_date_01HREAL198,,,Alstom
wba_par_01HREAL117,wba_prj_01HREAL118,wba_ctr_01HREAL092,wba_org_01HREAL167,contractor,wba_date_01HREAL199,,,Mapa Construction
wba_par_01HREAL118,wba_prj_01HREAL119,wba_ctr_01HREAL093,wba_org_01HREAL168,contractor,wba_date_01HREAL200,,,Hitachi Power Europe
wba_par_01HREAL119,wba_prj_01HREAL120,wba_ctr_01HREAL094,wba_org_01HREAL155,contractor,wba_date_01HREAL201,,,WeBuild
wba_par_01HREAL120,wba_prj_01HREAL121,wba_ctr_01HREAL095,wba_org_01HREAL159,contractor,wba_date_01HREAL202,,,CWE
wba_par_01HREAL121,wba_prj_01HREAL122,wba_ctr_01HREAL096,wba_org_01HREAL159,contractor,wba_date_01HREAL203,,,CWE
wba_par_01HREAL122,wba_prj_01HREAL123,wba_ctr_01HREAL097,wba_org_01HREAL042,contractor,wba_date_01HREAL204,,,CGCOC Group
wba_par_01HREAL123,wba_prj_01HREAL124,wba_ctr_01HREAL098,wba_org_01HREAL173,contractor,wba_date_01HREAL205,,,BAM International
wba_par_01HREAL124,wba_prj_01HREAL125,wba_ctr_01HREAL099,wba_org_01HREAL174,contractor,wba_date_01HREAL206,,,Sinohydro Bureau 16
wba_par_01HREAL125,wba_prj_01HREAL126,wba_ctr_01HREAL100,wba_org_01HREAL175,contractor,wba_date_01HREAL207,,,Strabag International
wba_par_01HREAL127,wba_prj_01HREAL128,wba_ctr_01HREAL102,wba_org_01HREAL161,contractor,wba_date_01HREAL209,,,VINCI
wba_par_01HREAL130,wba_prj_01HREAL131,wba_ctr_01HREAL105,wba_org_01HREAL180,contractor,wba_date_01HREAL212,,,China Jiangxi
wba_par_01HREAL131,wba_prj_01HREAL132,wba_ctr_01HREAL106,wba_org_01HREAL181,contractor,wba_date_01HREAL213,,,Mitsubishi Hitachi
wba_par_01HREAL132,wba_prj_01HREAL133,wba_ctr_01HREAL107,wba_org_01HREAL182,contractor,wba_date_01HREAL214,,,CREC
wba_par_01HREAL133,wba_prj_01HREAL134,wba_ctr_01HREAL108,wba_org_01HREAL183,contractor,wba_date_01HREAL215,,,Bombardier/Orascom
wba_par_01HREAL136,wba_prj_01HREAL137,wba_ctr_01HREAL111,wba_org_01HREAL186,contractor,wba_date_01HREAL218,,,Eiffage Genie Civil Marine
wba_par_01HREAL137,wba_prj_01HREAL138,wba_ctr_01HREAL112,wba_org_01HREAL054,contractor,wba_date_01HREAL219,,,Yapi Merkezi
wba_par_01HREAL138,wba_prj_01HREAL139,wba_ctr_01HREAL113,wba_org_01HREAL188,contractor,wba_date_01HREAL220,,,STFA/SGTM/Jan De Nul
wba_par_01HREAL140,wba_prj_01HREAL141,wba_ctr_01HREAL115,wba_org_01HREAL190,contractor,wba_date_01HREAL222,,,Siemens/Julius Berger
wba_par_01HREAL141,wba_prj_01HREAL142,wba_ctr_01HREAL116,wba_org_01HREAL134,contractor,wba_date_01HREAL223,,,DP World
wba_par_01HREAL144,wba_prj_01HREAL145,wba_ctr_01HREAL119,wba_org_01HREAL194,contractor,wba_date_01HREAL226,,,Daewoo
wba_par_01HREAL145,wba_prj_01HREAL146,wba_ctr_01HREAL120,wba_org_01HREAL195,contractor,wba_date_01HREAL227,,,Group Five
wba_par_01HREAL146,wba_prj_01HREAL147,wba_ctr_01HREAL121,wba_org_01HREAL155,contractor,wba_date_01HREAL228,,,WeBuild
wba_par_01HREAL147,wba_prj_01HREAL148,wba_ctr_01HREAL122,wba_org_01HREAL125,contractor,wba_date_01HREAL229,,,Alstom
wba_par_01HREAL148,wba_prj_01HREAL149,wba_ctr_01HREAL123,wba_org_01HREAL157,contractor,wba_date_01HREAL230,,,AVIC International
wba_par_01HREAL149,wba_prj_01HREAL150,wba_ctr_01HREAL124,wba_org_01HREAL199,contractor,wba_date_01HREAL231,,,Vestas
wba_par_01HREAL165,wba_prj_01HREAL151,wba_ctr_01HREAL133,wba_org_01HREAL054,contractor,,,,
wba_par_01HREAL166,wba_prj_01HREAL152,wba_ctr_01HREAL134,wba_org_01HREAL047,contractor,,,,
wba_par_01HREAL167,wba_prj_01HREAL153,wba_ctr_01HREAL135,wba_org_01HREAL280,contractor,,,,
wba_par_01HREAL168,wba_prj_01HREAL154,wba_ctr_01HREAL136,wba_org_01HREAL007,contractor,,,,
wba_par_01HREAL169,wba_prj_01HREAL155,wba_ctr_01HREAL137,wba_org_01HREAL159,contractor,,,,
wba_par_01HREAL170,wba_prj_01HREAL156,wba_ctr_01HREAL138,wba_org_01HREAL008,contractor,,,,
wba_par_01HREAL171,wba_prj_01HREAL157,wba_ctr_01HREAL139,wba_org_01HREAL071,contractor,,,,
wba_par_01HREAL172,wba_prj_01HREAL136,wba_ctr_01HREAL110,wba_org_01HREAL206,contractor,,,,
wba_par_01HREAL173,wba_prj_01HREAL128,wba_ctr_01HREAL140,wba_org_01HREAL007,contractor,,,,
wba_par_01HREAL174,wba_prj_01HREAL158,wba_ctr_01HREAL141,wba_org_01HREAL288,contractor,,,,
wba_par_01HREAL175,wba_prj_01HREAL159,wba_ctr_01HREAL142,wba_org_01HREAL290,contractor,,,,
wba_par_01HREAL176,wba_prj_01HREAL160,wba_ctr_01HREAL143,wba_org_01HREAL292,contractor,,,,
wba_par_01HREAL177,wba_prj_01HREAL161,wba_ctr_01HREAL144,wba_org_01HREAL295,contractor,,,,
wba_par_01HREAL178,wba_prj_01HREAL162,wba_ctr_01HREAL145,wba_org_01HREAL297,contractor,,,,
wba_par_01HREAL179,wba_prj_01HREAL163,wba_ctr_01HREAL146,wba_org_01HREAL299,contractor,,,,
wba_par_01HREAL180,wba_prj_01HREAL164,wba_ctr_01HREAL147,wba_org_01HREAL305,contractor,,,,Fluor integrated management team pipeline construction
wba_par_01HREAL181,wba_prj_01HREAL165,wba_ctr_01HREAL148,wba_org_01HREAL300,contractor,,,,SUN JV dam contractor Sinohydro 8 and 14 Unik Nthane
wba_par_01HREAL182,wba_prj_01HREAL166,wba_ctr_01HREAL149,wba_org_01HREAL272,contractor,,,,Sinohydro Bureau 15 PowerChina builder Gouina
wba_par_01HREAL183,wba_prj_01HREAL167,wba_ctr_01HREAL150,wba_org_01HREAL269,supplier,,,,Voith Francis turbines generators control equipment
wba_par_01HREAL184,wba_prj_01HREAL168,wba_ctr_01HREAL151,wba_org_01HREAL132,operator,,,,TAV Airports builder operator concession holder to May 2047
wba_par_01HREAL185,wba_prj_01HREAL169,wba_ctr_01HREAL152,wba_org_01HREAL118,jv,,,,China Merchants 50-50 JV holder LCT with GTL
wba_par_01HREAL186,wba_prj_01HREAL170,wba_ctr_01HREAL153,wba_org_01HREAL037,contractor,,,,China Gezhouba contractor Kandadji suspended 2023
wba_par_01HREAL187,wba_prj_01HREAL171,wba_ctr_01HREAL154,wba_org_01HREAL001,contractor,,,,SinoHydro contractor Merowe 1250MW
wba_par_01HREAL188,wba_prj_01HREAL172,wba_ctr_01HREAL155,wba_org_01HREAL225,operator,,,,bp operator GTA 56 percent first gas 2025
wba_par_01HREAL189,wba_prj_01HREAL173,wba_ctr_01HREAL156,wba_org_01HREAL306,contractor,,,,WBHO contractor Maguga Dam R420m
wba_par_01HREAL190,wba_prj_01HREAL174,wba_ctr_01HREAL157,wba_org_01HREAL126,contractor,,,,Jan De Nul dredging contractor Port Victoria
wba_par_01HREAL191,wba_prj_01HREAL175,wba_ctr_01HREAL158,wba_org_01HREAL308,contractor,,,,Dai Nippon contractor Freedom Bridge 560m
