id,source_id,project_id,organization_id,contract_id,verbatim_quote,claim_text,claim_type,evidence_strength,corroboration_status
wba_clm_01HREAL011,wba_src_01HREAL012,wba_prj_01HREAL008,wba_org_01HREAL014,wba_ctr_01HREAL007,The Ethiopia-Djibouti railway was constructed by China Railway Group and CCECC with financing from Exim Bank of China.,CREC and CCECC constructed Ethio-Djibouti Railway with Exim Bank financing.,award,officially_reported,corroborated
wba_clm_01HREAL012,wba_src_01HREAL013,wba_prj_01HREAL008,,,"The 752 km Ethiopia-Djibouti railway was inaugurated on October 5, 2016.",Ethio-Djibouti Railway inaugurated 5 October 2016.,status,officially_reported,corroborated
wba_clm_01HREAL013,wba_src_01HREAL014,wba_prj_01HREAL009,wba_org_01HREAL020,,"Webuild is the contractor for the Grand Ethiopian Renaissance Dam with 5,150 MW capacity.","Webuild (Italy) is contractor for GERD, 5,150 MW.",award,officially_reported,corroborated
wba_clm_01HREAL014,wba_src_01HREAL015,wba_prj_01HREAL009,,,"Ethiopia inaugurated the GERD on September 9, 2025.",GERD inaugurated 9 September 2025.,status,credibly_reported,corroborated
wba_clm_01HREAL015,wba_src_01HREAL016,wba_prj_01HREAL010,wba_org_01HREAL022,wba_ctr_01HREAL010,"The New Parliament Building constructed by Shanghai Construction Group was handed over on October 26, 2023.","Shanghai Construction Group constructed New Parliament Building, handed over 26 October 2023.",award,officially_reported,corroborated
wba_clm_01HREAL016,wba_src_01HREAL017,wba_prj_01HREAL010,wba_org_01HREAL024,,China provided RMB 675.8 million grant for New Parliament Building via MOFCOM.,China Ministry of Commerce provided RMB 675.8m grant for New Parliament.,value,credibly_reported,uncorroborated
wba_clm_01HREAL017,wba_src_01HREAL018,wba_prj_01HREAL011,wba_org_01HREAL005,wba_ctr_01HREAL011,"Mugabe opened the $150 million China-funded Victoria Falls International Airport on November 19, 2016.","China Jiangsu built Victoria Falls Airport, $150m Exim Bank loan, opened 19 November 2016.",award,credibly_reported,corroborated
wba_clm_01HREAL018,wba_src_01HREAL019,wba_prj_01HREAL012,wba_org_01HREAL027,,Kenya signed financing agreement with Export-Import Bank of Korea for $94.7m for Kenya-KAIST at Konza.,Korea Eximbank provided $94.7m EDCF loan for Kenya-KAIST.,value,officially_reported,corroborated
wba_clm_01HREAL019,wba_src_01HREAL020,wba_prj_01HREAL013,wba_org_01HREAL007,wba_ctr_01HREAL012,"A consortium led by China Communications Construction Company won the $484m contract for first three berths at Lamu port on April 11, 2013.","CCCC/CRBC won $484m contract for Lamu Port first 3 berths, 11 April 2013.",award,confirmed,corroborated
wba_clm_01HREAL020,wba_src_01HREAL021,wba_prj_01HREAL014,wba_org_01HREAL019,wba_ctr_01HREAL013,"Hawassa Industrial Park was constructed by CCECC and inaugurated on July 20, 2016.","CCECC constructed Hawassa Industrial Park, inaugurated 20 July 2016.",award,credibly_reported,corroborated
wba_clm_01HREAL021,wba_src_01HREAL022,wba_prj_01HREAL014,wba_org_01HREAL019,,"China Civil Engineering Corporation concluded a $246m deal for Hawassa Industrial Park on July 16, 2015.","CCECC $246m deal for Hawassa Industrial Park, 16 July 2015.",value,officially_reported,uncorroborated
wba_clm_01HREAL022,wba_src_01HREAL023,wba_prj_01HREAL015,wba_org_01HREAL025,wba_ctr_01HREAL014,Daewoo Engineering & Construction won the $161m contract for Kazungula Bridge in August 2014.,"Daewoo E&C won $161m Kazungula Bridge contract, August 2014.",award,credibly_reported,corroborated
wba_clm_01HREAL023,wba_src_01HREAL024,wba_prj_01HREAL016,wba_org_01HREAL033,wba_ctr_01HREAL016,Raubex was appointed by Zimborders as the EPC Contractor for Beitbridge Border Post Modernisation.,Raubex was appointed EPC Contractor for Beitbridge Border Post Modernisation.,award,officially_reported,corroborated
wba_clm_01HREAL024,wba_src_01HREAL026,wba_prj_01HREAL017,wba_org_01HREAL035,wba_ctr_01HREAL017,Zimbabwe launches two data centers in partnership with Huawei under $98m loan from China Exim.,Huawei built TelOne broadband and 2 data centres with $98m China Exim loan.,award,credibly_reported,uncorroborated
wba_clm_01HREAL025,wba_src_01HREAL027,wba_prj_01HREAL018,wba_org_01HREAL037,wba_ctr_01HREAL018,"Energy China signed Contract for Thwake Multi-purpose Dam Project with Ministry of Water and Irrigation of Kenya on November 15, 2017.","CGGC signed Thwake Dam contract with Kenya Ministry of Water, 15 November 2017.",award,officially_reported,corroborated
wba_clm_01HREAL026,wba_src_01HREAL029,wba_prj_01HREAL019,wba_org_01HREAL039,wba_ctr_01HREAL019,Toyo Construction received order for Mombasa Port Container Terminal construction in 2012.,"Toyo Construction is contractor for Mombasa Port Second Container Terminal, order 2012.",award,officially_reported,corroborated
wba_clm_01HREAL027,wba_src_01HREAL030,wba_prj_01HREAL019,wba_org_01HREAL040,,Kenya Ports Authority modernization funded by JICA Sh32bn loan for second container terminal.,JICA financed Sh32bn for Mombasa Port second terminal.,value,credibly_reported,uncorroborated
wba_clm_01HREAL028,wba_src_01HREAL031,wba_prj_01HREAL020,wba_org_01HREAL042,wba_ctr_01HREAL020,Adama Wind Power Project constructed by CGCOC and HydroChina with Goldwind turbines.,CGCOC/HydroChina constructed Adama Wind Power with Goldwind turbines.,award,officially_reported,corroborated
wba_clm_01HREAL029,wba_src_01HREAL032,wba_prj_01HREAL021,wba_org_01HREAL008,wba_ctr_01HREAL021,"Bole International Airport new terminal built by China Communications Construction Company, started 2015.","CCCC built Bole Airport expansion, started 2015.",award,officially_reported,uncorroborated
wba_clm_01HREAL030,wba_src_01HREAL033,wba_prj_01HREAL022,wba_org_01HREAL001,wba_ctr_01HREAL022,"Zambia Kafue Gorge Lower Hydropower Station built by Sinohydro, 750MW.",Sinohydro built Kafue Gorge Lower 750MW hydropower station.,award,officially_reported,corroborated
wba_clm_01HREAL031,wba_src_01HREAL034,wba_prj_01HREAL023,wba_org_01HREAL047,wba_ctr_01HREAL023,Julius Nyerere Hydropower Plant 2115MW constructed by JV Arab Contractors and Elsewedy Electric.,JV Arab Contractors and Elsewedy Electric built Nyerere Dam 2115MW.,award,officially_reported,corroborated
wba_clm_01HREAL032,wba_src_01HREAL035,wba_prj_01HREAL024,wba_org_01HREAL007,wba_ctr_01HREAL024,Maputo Bridge and Link Roads project built by China Road and Bridge Corporation.,CRBC built Maputo-Katembe Bridge.,award,officially_reported,corroborated
wba_clm_01HREAL033,wba_src_01HREAL037,wba_prj_01HREAL025,wba_org_01HREAL050,wba_ctr_01HREAL025,"Mota-Engil is developer and EPC contractor for new Bugesera International Airport, 75% Bugesera Airport Company.","Mota-Engil is developer and EPC contractor for Bugesera Airport, 75%.",award,officially_reported,corroborated
wba_clm_01HREAL034,wba_src_01HREAL039,wba_prj_01HREAL026,wba_org_01HREAL052,wba_ctr_01HREAL026,"Eiffage starts work on Dakar Regional Express Train project under contract worth more than 370 million euros, consortium leader 45%.","Eiffage led consortium started Dakar TER, contract 370m euros, leader 45%.",award,officially_reported,corroborated
wba_clm_01HREAL035,wba_src_01HREAL040,wba_prj_01HREAL027,wba_org_01HREAL001,wba_ctr_01HREAL027,Bui Generating Station EPC Contract Agreement signed on 19 April 2007 between Ministry of Energy and Sinohydro Corporation.,Sinohydro EPC contract for Bui Dam signed 19 April 2007.,award,officially_reported,corroborated
wba_clm_01HREAL036,wba_src_01HREAL041,wba_prj_01HREAL028,wba_org_01HREAL057,wba_ctr_01HREAL028,Angola inaugurates Lauca Hydroelectric Plant built by OEC (Odebrecht).,OEC (Odebrecht) built Lauca Hydroelectric Plant.,award,officially_reported,corroborated
wba_clm_01HREAL037,wba_src_01HREAL042,wba_prj_01HREAL029,wba_org_01HREAL008,wba_ctr_01HREAL029,"Two thirds of US$476m Kampala-Entebbe scheme financed by EXIM Bank, 5-year design and build contract awarded to China Communications Construction Company.","CCCC built Kampala-Entebbe Expressway, 2/3 financed by China Exim $350m, 5-year contract.",award,credibly_reported,uncorroborated
wba_clm_01HREAL038,wba_src_01HREAL043,wba_prj_01HREAL030,wba_org_01HREAL035,wba_ctr_01HREAL030,Malawi National Optic Fibre Backbone Project completed by Huawei in April 2018.,Huawei completed Malawi National Fibre Backbone in April 2018.,award,officially_reported,corroborated
