id,title,publisher,authors,source_type,pub_date,access_date,url,archive_url,lang,page,classification,accessibility,paywall,license
wba_src_01HREAL022,Chinese firm to build new industrial park in Ethiopia - Xinhua,Xinhua News Agency,,journalism,wba_date_01HREAL023,wba_date_01HREAL013,https://www.xinhuanet.com/english/2017-06/25/c_136393719.htm,,en,,primary,open,false,
wba_src_01HREAL023,Daewoo wins controversial contract to build Kazungula Bridge,Global Construction Review,,trade,wba_date_01HREAL025,wba_date_01HREAL013,https://www.globalconstructionreview.com/daewoo-wins-controversial-contract-build2788633322/,,en,,secondary,open,false,
wba_src_01HREAL024,Raubex appointed as EPC Contractor for Beitbridge Border Post,Raubex Group Limited,,company_announcement,wba_date_01HREAL029,wba_date_01HREAL013,https://raubex.com/company/construction,,en,,primary,open,false,
wba_src_01HREAL025,Beitbridge Border Post Modernisation - Zimborders,Zimborders Consortium,,company_announcement,wba_date_01HREAL029,wba_date_01HREAL013,https://zimborders.com/projects,,en,,primary,open,false,
wba_src_01HREAL026,Zimbabwe launches two data centers in partnership with Huawei,Data Center Dynamics,,journalism,wba_date_01HREAL030,wba_date_01HREAL013,https://www.datacenterdynamics.com/en/news/zimbabwe-launches-two-data-centers-in-partnership-with-huawei,,en,,secondary,open,false,
wba_src_01HREAL027,Thwake Multipurpose Dam Project signed - Energy China,China Energy Engineering Group,,company_announcement,wba_date_01HREAL031,wba_date_01HREAL013,https://en.ceec.net.cn/art/2017/12/4/art_58606_2510434.html,,en,,primary,open,false,
wba_src_01HREAL028,AfDB Thwake Dam project P-KE-E00-008,African Development Bank,,public_agency,wba_date_01HREAL031,wba_date_01HREAL013,https://www.afdb.org/en/projects-and-operations/p-ke-e00-008,,en,,primary,open,false,
wba_src_01HREAL029,Toyo Construction - Mombasa Port Container Terminal,Toyo Construction Co. Ltd.,,company_announcement,wba_date_01HREAL032,wba_date_01HREAL013,https://www.toyo-const.co.jp/en/company/development,,en,,primary,open,false,
wba_src_01HREAL030,Mombasa Port Second Terminal funded by JICA Sh32bn,HornDiplomat / Capital FM,,journalism,wba_date_01HREAL033,wba_date_01HREAL013,https://www.horndiplomat.com/kenya-ports-authority-keen-to-modernize-marine-infrastructure-to-boost-trade,,en,,secondary,open,false,
wba_src_01HREAL031,Adama Wind Power Project - PowerChina,PowerChina,,company_announcement,wba_date_01HREAL035,wba_date_01HREAL013,https://en.powerchina.cn/2022-09/29/c_816917.htm,,en,,primary,open,false,
wba_src_01HREAL032,Bole International Airport built by CCCC,Xinhua / Belt and Road Portal,,journalism,wba_date_01HREAL036,wba_date_01HREAL013,https://eng.yidaiyilu.gov.cn/p/0NAMLD1I.html,,en,,primary,open,false,
wba_src_01HREAL033,Zambia Kafue Gorge Lower Hydropower Station built by Sinohydro,PowerChina,,company_announcement,wba_date_01HREAL037,wba_date_01HREAL013,https://en.powerchina.cn/2023-10/20/c_828534.htm,,en,,primary,open,false,
wba_src_01HREAL034,Julius Nyerere Hydropower Plant and Dam - Arab Contractors,The Arab Contractors,,company_announcement,wba_date_01HREAL040,wba_date_01HREAL013,https://www.arabcont.com/english/project-596,,en,,primary,open,false,
wba_src_01HREAL035,Maputo Bridge built by CRBC - Xinhua,Xinhua News Agency,,journalism,wba_date_01HREAL039,wba_date_01HREAL013,https://www.xinhuanet.com/english/2019-07/17/c_138232354.htm,,en,,primary,open,false,
wba_src_01HREAL036,Mozambique opens Africa's longest suspension bridge - DW,Deutsche Welle,,journalism,wba_date_01HREAL039,wba_date_01HREAL013,https://www.dw.com/en/mozambique-opens-africas-longest-suspension-bridge/g-46243093,,en,,secondary,open,false,
wba_src_01HREAL037,Mota-Engil wins contract to build new Rwanda airport - ENR,Engineering News-Record,,trade,wba_date_01HREAL040,wba_date_01HREAL013,https://www.enr.com/articles/40260-portuguese-concessionaire-wins-contract-to-build-new-rwanda-airport,,en,,secondary,open,false,
wba_src_01HREAL038,New Bugesera International Airport - MIGA,Multilateral Investment Guarantee Agency,,public_agency,wba_date_01HREAL040,wba_date_01HREAL013,https://www.miga.org/project/new-bugesera-international-airport,,en,,primary,open,false,
wba_src_01HREAL039,Eiffage starts work on Dakar Regional Express Train,Eiffage Group,,company_announcement,wba_date_01HREAL041,wba_date_01HREAL013,https://www.eiffage.com/en/media/news/eiffage-starts-work-on-dakar-regional-express-train-project-in-senegal-under-a-contract-worth-more-than-370-million,,en,,primary,open,false,
wba_src_01HREAL040,Bui Generating Station - Bui Power Authority,Bui Power Authority,,public_agency,wba_date_01HREAL043,wba_date_01HREAL013,https://www.buipower.com/bui-generating-station,,en,,primary,open,false,
wba_src_01HREAL041,Lauca Hydroelectric Plant built by OEC - Odebrecht,OEC / Odebrecht,,company_announcement,wba_date_01HREAL045,wba_date_01HREAL013,https://www.odebrecht.com/en/news/angola-inaugurates-lauca-hydroelectric-plant-built-oec,,en,,primary,open,false,
wba_src_01HREAL042,Kampala-Entebbe Expressway - Manchester case study,University of Manchester / UNRA,,academic,wba_date_01HREAL047,wba_date_01HREAL013,https://personalpages.manchester.ac.uk/staff/nuno.gil/Teaching%20case%20studies/Uganda%20National%20Roads%20Authority%20Part%20A.pdf,,en,,secondary,open,false,
wba_src_01HREAL043,Malawi National Optic Fibre Backbone completed by Huawei,Huawei Technologies,,company_announcement,wba_date_01HREAL049,wba_date_01HREAL013,https://www.huawei.com/en/news/2018/8/huawei-malawi-national-ict-construction,,en,,primary,open,false,
