id,canonical_name,aliases,country_iso3,sectors,status,location_precision,lat,lon,geom_wkt,summary,notes,created_at,updated_at
wba_prj_01HREAL012,Kenya Advanced Institute of Science and Technology at Konza,Kenya-KAIST,KEN,schools|universities|telecommunications,proposed,approximate,-1.057,37.095,,"Kenya-KAIST at Konza Technopolis, Korea Eximbank EDCF $94.7m loan, KAIST consortium design, 2019",,2026-09-11,2026-09-11
wba_prj_01HREAL013,Lamu Port First Three Berths,Lamu Port Berths 1-3,KEN,ports,commissioned,exact,-2.416,40.910,POINT(40.910 -2.416),"Lamu Port first 3 berths by CCCC/CRBC $484m, Phase 1 of LAPSSET, Berth 1 commissioned 2021",,2026-09-11,2026-09-11
wba_prj_01HREAL014,Hawassa Industrial Park,Hawassa Park,ETH,industrial_parks|manufacturing,commissioned,exact,7.060,38.476,POINT(38.476 7.060),"Hawassa Industrial Park 1.38m sqm by CCECC $246m, 9 months build, inaugurated 2016",,2026-09-11,2026-09-11
wba_prj_01HREAL015,Kazungula Bridge,Kazungula Bridge,BWA,bridges,commissioned,exact,-17.775,25.262,POINT(25.262 -17.775),"Kazungula 923m extradosed road/rail bridge by Daewoo E&C $161m, Botswana/Zambia cross-border, 2021",,2026-09-11,2026-09-11
wba_prj_01HREAL016,Beitbridge Border Post Modernisation,Beitbridge Border,ZWE,other,commissioned,exact,-22.217,29.987,POINT(29.987 -22.217),"Beitbridge border post $300m modernisation by Raubex/Zimborders, 17yr BOT, commissioned Dec 2022",,2026-09-11,2026-09-11
wba_prj_01HREAL017,TelOne National Broadband Telecommunication Project,TelOne NBB,ZWE,telecommunications|digital_infrastructure,commissioned,approximate,-17.829,31.053,,"TelOne broadband and 2 data centres by Huawei, $98.6m China Exim PBC, 2017",,2026-09-11,2026-09-11
wba_prj_01HREAL018,Thwake Multipurpose Water Development Program,Thwake Dam,KEN,dams|water_supply|hydropower,construction_started,exact,-1.789,37.738,POINT(37.738 -1.789),"Thwake Dam 80.5m 534M m3 by CGGC, AfDB $370m Phase 1, signed 2017",,2026-09-11,2026-09-11
wba_prj_01HREAL019,Mombasa Port Second Container Terminal,Mombasa Berths 20-21,KEN,ports,commissioned,exact,-4.054,39.636,POINT(39.636 -4.054),"Mombasa Port second terminal by Toyo Construction, JICA Sh32bn loan, 2016/2022",,2026-09-11,2026-09-11
wba_prj_01HREAL020,Adama Wind Power Project I & II,Adama Wind,ETH,wind_power,commissioned,exact,8.458,39.250,POINT(39.250 8.458),"Adama 204 MW wind by CGCOC/HydroChina, 136 turbines Goldwind, China Exim $392m, 2015",,2026-09-11,2026-09-11
wba_prj_01HREAL021,Addis Ababa Bole International Airport Expansion,Bole Airport Expansion,ETH,airports,commissioned,exact,8.978,38.797,POINT(38.797 8.978),"Bole Airport expansion by CCCC, capacity 7m to 22m, financed China Exim, 2015",,2026-09-11,2026-09-11
wba_prj_01HREAL022,Kafue Gorge Lower Hydropower Station,Kafue Gorge Lower,ZMB,hydropower|dams,commissioned,exact,-15.803,28.424,POINT(28.424 -15.803),"Kafue Gorge Lower 750 MW 5x150MW by Sinohydro, $2bn, 85% Exim+ICBC, 2021",,2026-09-11,2026-09-11
wba_prj_01HREAL023,Julius Nyerere Hydropower Plant and Dam,Nyerere Dam,TZA,hydropower|dams,commissioned,exact,-7.809,37.861,POINT(37.861 -7.809),"Nyerere 2115 MW 9x235MW by Arab Contractors/Elsewedy, $2.9bn, 2024",,2026-09-11,2026-09-11
wba_prj_01HREAL024,Maputo-Katembe Bridge,Maputo Bay Bridge,MOZ,bridges,commissioned,exact,-25.973,32.572,POINT(32.572 -25.973),"Maputo-Katembe 3,041m suspension by CRBC, $785m 85% Exim loan, opened 2018-11-10",,2026-09-11,2026-09-11
wba_prj_01HREAL025,New Bugesera International Airport,Bugesera Airport,RWA,airports,construction_started,exact,-2.130,30.181,POINT(30.181 -2.130),"Bugesera Airport $818m PPP by Mota-Engil 75%, 25yr DBFOM, construction started",,2026-09-11,2026-09-11
wba_prj_01HREAL026,Dakar Regional Express Train,Dakar TER,SEN,railways|public_transport,commissioned,corridor,,,"LINESTRING(-17.45 14.69, -17.07 14.78)","Dakar TER 55km electrified double track by Eiffage/Yapi Merkezi/CSE, ERTMS, 2016-2021",,2026-09-11,2026-09-11
wba_prj_01HREAL027,Bui Hydropower Dam,Bui Dam,GHA,hydropower|dams,commissioned,exact,8.278,-2.121,POINT(-2.121 8.278),"Bui 400MW 3x133MW by Sinohydro, $790m, 60yr, commissioned 2013",,2026-09-11,2026-09-11
wba_prj_01HREAL028,Lauca Hydroelectric Power Station,Lauca Dam,AGO,hydropower|dams,commissioned,exact,-9.743,15.121,POINT(15.121 -9.743),"Lauca 2070MW 6x338MW by Odebrecht/OEC, $4.3bn, ANDRITZ turbines, 2017-2023",,2026-09-11,2026-09-11
wba_prj_01HREAL029,Kampala-Entebbe Expressway,Kampala-Entebbe Road,UGA,roads,commissioned,corridor,,,"LINESTRING(32.56 0.32, 32.47 0.06)","Kampala-Entebbe 51.4km 4-lane toll by CCCC, $476m 2/3 Exim $350m, 2018",,2026-09-11,2026-09-11
wba_prj_01HREAL030,National Fibre Backbone Project Phase I-II,Malawi Fibre Backbone,MWI,telecommunications|digital_infrastructure,commissioned,exact,-13.962,33.787,POINT(33.787 -13.962),"Malawi 4000km fibre by Huawei, $121.8m China Exim, completed 2018",,2026-09-11,2026-09-11
wba_prj_01HREAL031,Tokwe-Mukosi Dam,Tokwe-Mukosi,ZWE,dams|water_supply,commissioned,exact,-20.728,30.507,POINT(30.507 -20.728),"Tokwe-Mukosi Dam 90.3m CFR 1.8Bn m3 by Webuild, completed Dec 2016",,2026-09-11,2026-09-11
wba_prj_01HREAL032,NetOne Broadband Expansion Project Phase 3,NetOne Phase 3,ZWE,telecommunications|digital_infrastructure,commissioned,approximate,-17.825,31.033,,"NetOne 345 base stations 4G/5G by Huawei, RMB485m $71m, 2019",,2026-09-11,2026-09-11
wba_prj_01HREAL033,Olkaria Geothermal Power Plants,Olkaria Geothermal,KEN,hydropower,commissioned,exact,-0.892,36.287,POINT(36.287 -0.892),"Olkaria Geothermal 140MW Units 4&5 + Olkaria V by JICA/Toshiba, 2015",,2026-09-11,2026-09-11
wba_prj_01HREAL034,Nairobi Outer Ring Road Improvement Project,Outer Ring Road,KEN,roads,commissioned,corridor,,,"LINESTRING(36.86 -1.28, 36.89 -1.31)","Outer Ring Road 13km dual carriageway by China Wu Yi, AfDB UA77.6m, launched 2015",,2026-09-11,2026-09-11
wba_prj_01HREAL035,Genale Dawa III Multipurpose Hydropower Project,Genale Dawa III,ETH,hydropower|dams,commissioned,exact,5.846,39.221,POINT(39.221 5.846),"Genale Dawa III 254MW by CGGC, China Exim $326m, inaugurated Feb 2020",,2026-09-11,2026-09-11
wba_prj_01HREAL036,Kenneth Kaunda International Airport Expansion,KKIA Expansion,ZMB,airports,commissioned,exact,-15.325,28.449,POINT(28.449 -15.325),"KKIA Terminal 2 6M pax by CJIC, $360m Exim loan, 2015-2021",,2026-09-11,2026-09-11
wba_prj_01HREAL037,Tanzania Standard Gauge Railway Lots 3 & 4,Tanzania SGR 3-4,TZA,railways,construction_started,corridor,,,"LINESTRING(33.44 -6.16, 32.80 -5.02)","Tanzania SGR Makutopora-Tabora 368km + Tabora-Isaka 130km by Yapi Merkezi, $1.9bn, Dec 2021",,2026-09-11,2026-09-11
wba_prj_01HREAL038,Nacala Railway and Port Corridor,Nacala Corridor,MOZ,railways|ports,commissioned,corridor,,,"LINESTRING(40.78 -14.54, 35.58 -14.38)","Nacala 912km rail+port corridor by Vale/Mitsui, 18MTPA coal, 2015-2017",,2026-09-11,2026-09-11
wba_prj_01HREAL039,Tema Port Expansion Terminal 3,Tema Port T3,GHA,ports,commissioned,exact,5.618,-0.018,POINT(-0.018 5.618),"Tema Port T3 3M TEU by APM/Bollore/CHEC, 1.4km quay, 2016-2019",,2026-09-11,2026-09-11
wba_prj_01HREAL040,Caculo Cabaca Hydropower Station,Caculo Cabaca,AGO,hydropower|dams,construction_started,exact,-9.312,16.016,POINT(16.016 -9.312),"Caculo Cabaca 2172MW by CGGC, ICBC 85% $4.5bn, construction Aug 2017, expected 2026",,2026-09-11,2026-09-11
wba_prj_01HREAL041,Noor Ouarzazate Solar Complex,Noor Ouarzazate,MAR,solar_power,commissioned,exact,31.048,-6.869,POINT(-6.869 31.048),"Noor Ouarzazate 580MW solar by ACWA Power/MASEN, Phase I 160MW 2016, $840m",,2026-09-11,2026-09-11
wba_prj_01HREAL042,Walvis Bay New Container Terminal,Walvis Bay Terminal,NAM,ports,commissioned,exact,-22.959,14.481,POINT(14.481 -22.959),"Walvis Bay 40ha reclaimed 750k TEU by CHEC, $260m, AfDB $200m, launched 2019",,2026-09-11,2026-09-11
wba_prj_01HREAL043,Kribi Deep Sea Port Phase I & II,Kribi Port,CMR,ports,commissioned,exact,2.945,9.909,POINT(9.909 2.945),"Kribi Deep Sea Port 615m+715m wharf by CHEC, CMA CGM/Bollore concession, 2018/2025",,2026-09-11,2026-09-11
wba_prj_01HREAL044,Gautrain Rapid Rail System,Gautrain,ZAF,railways|public_transport,commissioned,corridor,,,"LINESTRING(28.05 -26.20, 28.11 -25.75)","Gautrain 80km 10 stations Johannesburg-Pretoria by Bombela Bouygues/Bombardier, 2006-2012",,2026-09-11,2026-09-11
wba_prj_01HREAL045,Busanga Hydropower Plant,Busanga,COD,hydropower|dams,commissioned,exact,-10.917,26.909,POINT(26.909 -10.917),"Busanga 240MW by PowerChina/CREC, SICOMINES $14bn, commissioned Oct 2023",,2026-09-11,2026-09-11
wba_prj_01HREAL046,New Administrative Capital Central Business District,New Capital CBD,EGY,urban_development,commissioned,exact,30.020,31.667,POINT(31.667 30.020),"New Capital CBD 20 towers 385.8m Iconic Tower by CSCEC $3bn, structures 2022",,2026-09-11,2026-09-11
wba_prj_01HREAL047,Blaise Diagne International Airport,AIBD Dakar,SEN,airports,commissioned,exact,14.670,-17.073,POINT(-17.073 14.670),"Blaise Diagne Airport 3M pax by Limak/Summa, BOT 25yr, opened Dec 2017",,2026-09-11,2026-09-11
wba_prj_01HREAL048,BK Arena,Kigali Arena,RWA,other,commissioned,exact,-1.953,30.091,POINT(30.091 -1.953),"BK Arena 10,000 seats 28,750m2 by Summa Construction, 6 months 2019, $104m",,2026-09-11,2026-09-11
wba_prj_01HREAL049,Karuma Hydropower Plant,Karuma,UGA,hydropower|dams,commissioned,exact,2.235,32.233,POINT(32.233 2.235),"Karuma 600MW 6x100MW by Sinohydro, $1.7bn 85% Exim, commissioned Sep 2024",,2026-09-11,2026-09-11
wba_prj_01HREAL050,Zagtouli Solar Power Station,Zagtouli Solar,BFA,solar_power,commissioned,exact,12.382,-1.477,POINT(-1.477 12.382),"Zagtouli 33MW 129k panels 55ha by Cegelec/Vinci, EU 25m + AFD 22.5m, commissioned Nov 2017",,2026-09-11,2026-09-11
