project_id,admin1,admin2,city,locality,precision,lat,lon
wba_prj_01HREAL032,Harare,Harare,Harare,NetOne HQ,approximate,-17.825,31.033
wba_prj_01HREAL033,Nakuru,Naivasha,Olkaria,Olkaria Geothermal field,exact,-0.892,36.287
wba_prj_01HREAL034,Nairobi,Nairobi,Nairobi,Outer Ring corridor,corridor,,
wba_prj_01HREAL035,Oromia,Arsi,Dodola,Genale Dawa III site,exact,5.846,39.221
wba_prj_01HREAL036,Lusaka,Lusaka,Lusaka,KKIA,exact,-15.325,28.449
wba_prj_01HREAL037,Tabora,Tabora,Tabora,Tanzania SGR corridor,corridor,,
wba_prj_01HREAL038,Nampula,Nacala,Nacala,Nacala Corridor,corridor,,
wba_prj_01HREAL039,Greater Accra,Tema,Tema,Tema Port T3,exact,5.618,-0.018
wba_prj_01HREAL040,Cuanza Norte,Cazengo,Cacuso,Caculo Cabaca site,exact,-9.312,16.016
wba_prj_01HREAL041,Drâa-Tafilalet,Ouarzazate,Ouarzazate,Noor Complex,exact,31.048,-6.869
wba_prj_01HREAL042,Erongo,Walvis Bay,Walvis Bay,Walvis Bay Terminal,exact,-22.959,14.481
wba_prj_01HREAL043,South,Ocean,Kribi,Kribi Port,exact,2.945,9.909
wba_prj_01HREAL044,Gauteng,Johannesburg,Johannesburg,Gautrain corridor,corridor,,
wba_prj_01HREAL045,Lualaba,Kolwezi,Busanga,Busanga site,exact,-10.917,26.909
wba_prj_01HREAL046,Cairo,New Capital,New Capital,New Capital CBD,exact,30.020,31.667
wba_prj_01HREAL047,Thiès,Mbour,Diass,AIBD Dakar,exact,14.670,-17.073
wba_prj_01HREAL048,Kigali,Gasabo,Kigali,BK Arena,exact,-1.953,30.091
wba_prj_01HREAL049,Kiryaandongo,Bweyale,Karuma,Karuma site,exact,2.235,32.233
wba_prj_01HREAL050,Centre,Ouagadougou,Zagtouli,Zagtouli Solar,exact,12.382,-1.477
wba_prj_01HREAL051,Kogi,Ajaokuta,Ajaokuta,Ajaokuta Steel Mill,approximate,7.553,6.663
wba_prj_01HREAL052,Dar es Salaam,Dar es Salaam,Dar es Salaam,TAZARA corridor,corridor,,
wba_prj_01HREAL053,Eastern,Yilo Krobo,Akosombo,Akosombo Dam,exact,6.295,0.058
wba_prj_01HREAL054,Tete,Cahora Bassa,Songo,Cahora Bassa Dam,exact,-15.586,32.702
wba_prj_01HREAL055,Aswan,Aswan,Aswan,Aswan High Dam,exact,23.973,32.881
wba_prj_01HREAL056,Jufra,Houn,Houn,GMR Phases,corridor,,
wba_prj_01HREAL057,Northern,Merowe,Merowe,Merowe Dam,exact,18.668,31.842
wba_prj_01HREAL058,Nawa,Soubre,Soubre,Soubre Dam,exact,5.787,-6.661
wba_prj_01HREAL059,Luanda,Belas,Kilamba,Kilamba New City,approximate,-8.992,13.276
wba_prj_01HREAL060,Tillaberi,Kandadji,Ayoru,Kandadji Dam,approximate,14.612,0.986
wba_prj_01HREAL061,Pwani,Bagamoyo,Bagamoyo,Bagamoyo Port,approximate,-6.478,38.901
wba_prj_01HREAL062,Hoima,Kikuube,Hoima,EACOP Hoima,corridor,,
wba_prj_01HREAL063,Benguela,Lobito,Lobito,Lobito Corridor,corridor,,
wba_prj_01HREAL064,Abidjan,Abidjan,Abidjan,Abidjan Metro corridor,corridor,,
wba_prj_01HREAL065,Algiers,Algiers,Algiers,Djamaa El Djazair,exact,36.739,3.031
wba_prj_01HREAL066,Algiers,Algiers,Algiers,East-West Highway corridor,corridor,,
wba_prj_01HREAL067,Sousse,Enfidha,Enfidha,Enfidha Airport,exact,36.077,10.437
wba_prj_01HREAL068,Djibouti,Djibouti,Djibouti,Doraleh Port,exact,11.600,43.150
wba_prj_01HREAL069,Central,Palapye,Palapye,Morupule B,exact,-22.514,27.030
wba_prj_01HREAL070,Addis Ababa,Addis Ababa,Addis Ababa,Africa CDC HQ,exact,8.997,38.771
wba_prj_01HREAL071,Nzerekore,Beyla,Simandou,Simandou site,corridor,,
wba_prj_01HREAL072,Federal Capital Territory,Abuja,Abuja,Abuja Light Rail corridor,corridor,,
wba_prj_01HREAL073,Agadez,Arlit,Arlit,Niger-Benin Pipeline corridor,corridor,,
wba_prj_01HREAL074,Dakar,Dakar,Dakar,2Africa cable landing,corridor,,
wba_prj_01HREAL075,Northern,Tonkolili,Bumbuna,Bumbuna Dam,exact,9.067,-11.724
wba_prj_01HREAL076,Bujumbura Rural,Mukike,Jiji,Jiji site,exact,3.806,29.917
wba_prj_01HREAL077,Sal,Sal,Espargos,Cabo Verde airports corridor,corridor,,
wba_prj_01HREAL078,Ombella-Mpoko,Boali,Boali,Boali Complex,exact,4.800,18.100
wba_prj_01HREAL079,Hadjer-Lamis,Djermaya,Djermaya,Djermaya Solar,exact,11.950,15.100
wba_prj_01HREAL080,Grande Comore,Bambao,Moroni,Bambao Hospital,exact,-11.750,43.400
wba_prj_01HREAL081,Kouilou,Pointe-Noire,Pointe-Noire,RN1 corridor,corridor,,
wba_prj_01HREAL082,Bioko Norte,Malabo,Sipopo,Sipopo Road,corridor,,
wba_prj_01HREAL083,Southern Red Sea,Massawa,Hirgigo,Hirgigo,exact,15.336,39.650
wba_prj_01HREAL084,Shiselweni,Shiselweni,Maguga,Maguga Dam,exact,-26.070,31.120
wba_prj_01HREAL085,Estuaire,Libreville,Owendo,Trans-Gabon corridor,corridor,,
wba_prj_01HREAL086,North Bank,Kerewan,Farafenni,Senegambia Bridge,exact,13.534,-15.928
wba_prj_01HREAL087,Biombo,Safim,Safim,Bissau-Safim Highway,exact,11.865,-15.583
wba_prj_01HREAL088,Maseru,Katse,Katse,Katse Dam,exact,-29.334,28.520
wba_prj_01HREAL089,Montserrado,Careysburg,Careysburg,Mount Coffee,exact,6.303,-10.356
wba_prj_01HREAL090,Analamanga,Antananarivo,Sahofika,Sahofika site,exact,-19.250,47.850
wba_prj_01HREAL091,Kayes,Bafoulabe,Manantali,Gouina site,exact,14.752,-11.057
wba_prj_01HREAL092,Trarza,Nouakchott,Nouakchott,Friendship Port,exact,18.083,-15.975
wba_prj_01HREAL093,Plaines Wilhems,Curepipe,Curepipe,Metro Express corridor,corridor,,
wba_prj_01HREAL094,Agua Grande,Sao Tome,Sao Tome,Sao Tome Airport,exact,0.380,6.712
wba_prj_01HREAL095,Mahe,Victoria,Victoria,Port Victoria,exact,-4.616,55.471
wba_prj_01HREAL096,Benadir,Mogadishu,Mogadishu,Mogadishu corridor,corridor,,
wba_prj_01HREAL097,Central Equatoria,Juba,Juba,Juba-Nimule corridor,corridor,,
wba_prj_01HREAL098,Maritime,Lome,Lome,Lome Port,exact,6.135,1.300
wba_prj_01HREAL099,Maio,Maio,Porto Ingles,Maio Port,exact,15.138,-23.214
wba_prj_01HREAL100,Dakhla-Oued Ed-Dahab,Dakhla,Dakhla,Dakhla Port,exact,23.700,-15.900
wba_prj_01HREAL101,EGY,,EGY,Location for wba_prj_01HREAL101,country,,
wba_prj_01HREAL102,EGY,,EGY,Location for wba_prj_01HREAL102,country,,
wba_prj_01HREAL103,NGA,,NGA,Location for wba_prj_01HREAL103,country,,
wba_prj_01HREAL104,NGA,,NGA,Location for wba_prj_01HREAL104,country,,
wba_prj_01HREAL105,CMR,,CMR,Location for wba_prj_01HREAL105,country,,
wba_prj_01HREAL106,ETH,,ETH,Location for wba_prj_01HREAL106,country,,
wba_prj_01HREAL107,NGA,,NGA,Location for wba_prj_01HREAL107,country,,
wba_prj_01HREAL108,AGO,,AGO,Location for wba_prj_01HREAL108,country,,
wba_prj_01HREAL109,CIV,,CIV,Location for wba_prj_01HREAL109,country,,
wba_prj_01HREAL110,UGA,,UGA,Location for wba_prj_01HREAL110,country,,
wba_prj_01HREAL111,NGA,,NGA,Location for wba_prj_01HREAL111,country,,
wba_prj_01HREAL112,DZA,,DZA,Location for wba_prj_01HREAL112,country,,
wba_prj_01HREAL113,CMR,,CMR,Location for wba_prj_01HREAL113,country,,
wba_prj_01HREAL114,NGA,,NGA,Location for wba_prj_01HREAL114,country,,
wba_prj_01HREAL115,EGY,,EGY,Location for wba_prj_01HREAL115,country,,
wba_prj_01HREAL116,MAR,,MAR,Location for wba_prj_01HREAL116,country,,
wba_prj_01HREAL117,MAR,,MAR,Location for wba_prj_01HREAL117,country,,
wba_prj_01HREAL118,GHA,,GHA,Location for wba_prj_01HREAL118,country,,
wba_prj_01HREAL119,ZAF,,ZAF,Location for wba_prj_01HREAL119,country,,
wba_prj_01HREAL120,ETH,,ETH,Location for wba_prj_01HREAL120,country,,
wba_prj_01HREAL121,GIN,,GIN,Location for wba_prj_01HREAL121,country,,
wba_prj_01HREAL122,GIN,,GIN,Location for wba_prj_01HREAL122,country,,
wba_prj_01HREAL123,RWA,,RWA,Location for wba_prj_01HREAL123,country,,
wba_prj_01HREAL124,TZA,,TZA,Location for wba_prj_01HREAL124,country,,
wba_prj_01HREAL125,GAB,,GAB,Location for wba_prj_01HREAL125,country,,
wba_prj_01HREAL126,TZA,,TZA,Location for wba_prj_01HREAL126,country,,
wba_prj_01HREAL127,NGA,,NGA,Location for wba_prj_01HREAL127,country,,
wba_prj_01HREAL128,KEN,,KEN,Location for wba_prj_01HREAL128,country,,
wba_prj_01HREAL129,SEN,,SEN,Location for wba_prj_01HREAL129,country,,
wba_prj_01HREAL130,SEN,,SEN,Location for wba_prj_01HREAL130,country,,
wba_prj_01HREAL131,ZMB,,ZMB,Location for wba_prj_01HREAL131,country,,
wba_prj_01HREAL132,ZAF,,ZAF,Location for wba_prj_01HREAL132,country,,
wba_prj_01HREAL133,EGY,,EGY,Location for wba_prj_01HREAL133,country,,
wba_prj_01HREAL134,EGY,,EGY,Location for wba_prj_01HREAL134,country,,
wba_prj_01HREAL135,MAR,,MAR,Location for wba_prj_01HREAL135,country,,
wba_prj_01HREAL136,NGA,,NGA,Location for wba_prj_01HREAL136,country,,
wba_prj_01HREAL137,BEN,,BEN,Location for wba_prj_01HREAL137,country,,
wba_prj_01HREAL138,TZA,,TZA,Location for wba_prj_01HREAL138,country,,
wba_prj_01HREAL139,MAR,,MAR,Location for wba_prj_01HREAL139,country,,
wba_prj_01HREAL140,CIV,,CIV,Location for wba_prj_01HREAL140,country,,
wba_prj_01HREAL141,NGA,,NGA,Location for wba_prj_01HREAL141,country,,
wba_prj_01HREAL142,SOM,,SOM,Location for wba_prj_01HREAL142,country,,
wba_prj_01HREAL143,ZMB,,ZMB,Location for wba_prj_01HREAL143,country,,
wba_prj_01HREAL144,ETH,,ETH,Location for wba_prj_01HREAL144,country,,
wba_prj_01HREAL145,MAR,,MAR,Location for wba_prj_01HREAL145,country,,
wba_prj_01HREAL146,GHA,,GHA,Location for wba_prj_01HREAL146,country,,
wba_prj_01HREAL147,UGA,,UGA,Location for wba_prj_01HREAL147,country,,
wba_prj_01HREAL148,MAR,,MAR,Location for wba_prj_01HREAL148,country,,
wba_prj_01HREAL149,KEN,,KEN,Location for wba_prj_01HREAL149,country,,
wba_prj_01HREAL150,SEN,,SEN,Location for wba_prj_01HREAL150,country,,
wba_prj_01HREAL151,KEN,,KEN,Location for Kipeto Wind Farm 100MW,country,,
wba_prj_01HREAL152,ETH,,ETH,Location for Reppie Waste-to-Energy Plant 25MW,country,,
wba_prj_01HREAL153,MOZ,,MOZ,Location for Mozambique LNG Area 1 13.1mtpa,country,,
wba_prj_01HREAL154,MOZ,,MOZ,Location for Coral South FLNG 3.4mtpa,country,,
wba_prj_01HREAL155,NGA,,NGA,Location for Mambilla Hydropower 3050MW,country,,
wba_prj_01HREAL156,ZAF,,ZAF,Location for Ingula Pumped Storage Scheme 1332MW,country,,
wba_prj_01HREAL157,AGO,,AGO,Location for Angola LNG Plant Soyo 5.2mtpa,country,,
wba_prj_01HREAL158,NGA,,NGA,Location for Dangote Petroleum Refinery 650kbd,country,,
wba_prj_01HREAL159,KEN,,KEN,Location for Konza Technopolis 400kV Isinya-Konza TL,country,,
wba_prj_01HREAL160,RWA,,RWA,Location for KivuWatt Methane Power Plant 26MW,country,,
wba_prj_01HREAL161,RWA,,RWA,Location for Nyabarongo I Hydropower 28MW,country,,
wba_prj_01HREAL162,GAB,,GAB,Location for Grand Poubara Hydropower 160MW,country,,
wba_prj_01HREAL163,ZMB,,ZMB,Location for Maamba Coal Power Plant 300MW,country,,
wba_prj_01HREAL164,GHA,,GHA,Location for Pwalugu Multipurpose Dam 60MW,country,,
wba_prj_01HREAL165,SEN,,SEN,Location for Greater Tortue Ahmeyim GTA LNG FPSO,country,,
wba_prj_01HREAL166,RWA,,RWA,Location for Kigali Bulk Water Supply 40000m3/day,country,,
wba_prj_01HREAL167,KEN,,KEN,Location for Nairobi Western Bypass 15.5km,country,,
wba_prj_01HREAL168,ETH,,ETH,Location for Addis Ababa-Adama Expressway Phase I 80km,country,,
wba_prj_01HREAL169,KEN,,KEN,Location for Isiolo-Moyale Highway A2,country,,
wba_prj_01HREAL170,MAR,,MAR,Location for Jorf Lasfar Power Extension Units 5-6 700MW,country,,
wba_prj_01HREAL171,MAR,,MAR,Location for Tarfaya Wind Farm 301MW,country,,
wba_prj_01HREAL172,COD,,COD,Location for Inga II Hydropower Rehabilitation 1424MW,country,,
wba_prj_01HREAL173,ZMB,,ZMB,Location for Chambishi Multi-Facility Economic Zone,country,,
wba_prj_01HREAL174,KEN,,KEN,Location for Garissa Solar Power Plant 55MW,country,,
wba_prj_01HREAL175,KEN,,KEN,Location for Tatu City SEZ 5000-acre,country,,
wba_prj_01HREAL176,CMR,,CMR,Location for Central African Backbone Fiber Phase 1,country,,
wba_prj_01HREAL177,LSO,,LSO,Location for Polihali Dam LHWP Phase II 165m,country,,
wba_prj_01HREAL178,MRT,,MRT,Location for Aftout Essahli Water Supply Expansion Nouakchott,country,,
wba_prj_01HREAL179,CMR,,CMR,Location for Kribi Gas-Fired Power Plant 216MW,country,,
wba_prj_01HREAL180,EGY,,EGY,Location for Cairo Metro Line 3 Phase 3 17.7km,country,,
wba_prj_01HREAL181,SYC,,SYC,Location for Romainville Solar PV 5MW,country,,
wba_prj_01HREAL182,SLE,,SLE,Location for Karpowership Freetown 65MW,country,,
wba_prj_01HREAL183,BDI,,BDI,Location for Ruzizi III Hydropower 147MW,country,,
wba_prj_01HREAL184,ERI,,ERI,Location for Dekemhare Solar Plant 30MW,country,,
wba_prj_01HREAL185,DJI,,DJI,Location for Ghoubet Wind Farm 60MW,country,,
wba_prj_01HREAL186,ETH,,ETH,Location for Aysha Wind Farm 120MW,country,,
wba_prj_01HREAL187,EGY,,EGY,Location for Toshka Mubarak Pumping Station 21-pump,country,,
wba_prj_01HREAL188,GHA,,GHA,Location for Atuabo Gas Processing Plant 150mmscfd,country,,
wba_prj_01HREAL189,NGA,,NGA,Location for NLNG Train 7 Bonny Island 8mtpa,country,,
wba_prj_01HREAL190,ZAF,,ZAF,Location for Redstone CSP 100MW Tower,country,,
wba_prj_01HREAL191,TUN,,TUN,Location for Rades Combined Cycle 471MW,country,,
wba_prj_01HREAL192,UGA,,UGA,Location for Tilenga Central Processing Facility 190kbpd,country,,
wba_prj_01HREAL193,AGO,,AGO,Location for Cabinda Refinery 60kbpd Phase I,country,,
wba_prj_01HREAL194,SEN,,SEN,Location for Tobene IPP 96MW,country,,
wba_prj_01HREAL195,CIV,,CIV,Location for Azito Thermal Power Plant Phase IV 253MW,country,,
wba_prj_01HREAL196,GIN,,GIN,Location for Amaria Hydropower Dam 300MW,country,,
wba_prj_01HREAL197,GNQ,,GNQ,Location for Sendje Hydropower Plant 200MW,country,,
wba_prj_01HREAL198,TZA,,TZA,Location for Singida Wind Farm 100MW Phase I,country,,
wba_prj_01HREAL199,TZA,,TZA,Location for Malagarasi Hydropower 32.5MW,country,,
wba_prj_01HREAL200,KEN,,KEN,Mombasa Port Phase 2,country,,
wba_prj_01HREAL201,Oueme,Glo-Djigbe,Cotonou,Glo-Djigbe Airport,exact,6.45,2.32
wba_prj_01HREAL202,Kadiogo,Ouagadougou,Ouagadougou,Ouaga-Bobo corridor,corridor,,
wba_prj_01HREAL203,Pointe-Noire,Pointe-Noire,Pointe-Noire,Pointe-Noire-Brazzaville corridor,corridor,,
wba_prj_01HREAL204,Moheli,Moheli,Vanani,Vanani-Neomashwa,approximate,-12.33,43.73
wba_prj_01HREAL205,Banjul,Banjul,Banjul,Banjul Port,exact,13.45,-16.57
wba_prj_01HREAL206,Biombo,Bissau,Bissau,Bissau Port,exact,11.86,-15.58
wba_prj_01HREAL207,Montserrado,Mount Coffee,Mount Coffee,Mount Coffee,exact,6.33,-10.63
wba_prj_01HREAL208,Misrata,Misrata,Misrata,Misrata Port,exact,32.37,15.08
wba_prj_01HREAL209,Koulikoro,Bamako,Bamako,Bamako-Bure corridor,corridor,,
wba_prj_01HREAL210,Bangui,Bangui,Bangui,Bangui Port,exact,4.36,18.55
wba_prj_01HREAL211,Analamanga,Antananarivo,Antananarivo,Antananarivo-Toamasina corridor,corridor,,
wba_prj_01HREAL212,Nouakchott,Nouakchott,Nouakchott,Nouakchott Port,exact,15.94,-16.02
wba_prj_01HREAL213,Port Louis,Port Louis,Port Louis,Port Louis Harbour,exact,-20.16,57.50
wba_prj_01HREAL214,Mangochi,Mangochi,Mangochi,Mangochi,exact,-14.48,35.26
wba_prj_01HREAL215,Erongo,Walvis Bay,Walvis Bay,Walvis Bay,exact,-22.96,14.50
wba_prj_01HREAL216,Khartoum,Khartoum,Khartoum,Khartoum Bridge,exact,15.50,32.56
wba_prj_01HREAL217,Central Equatoria,Juba,Juba,Juba,exact,4.85,31.58
wba_prj_01HREAL218,Agua-Grande,Sao Tome,Sao Tome,Sao Tome Airport,exact,0.38,6.71
wba_prj_01HREAL219,Hhohho,Mbabane,Mbabane,Mbabane,exact,-26.31,31.13
wba_prj_01HREAL220,Mahe,Victoria,Victoria,Victoria Port,exact,-4.62,55.45
wba_prj_01HREAL221,N'Djamena,N'Djamena,N'Djamena,N'Djamena,exact,12.11,15.05
wba_prj_01HREAL222,Maritime,Lome,Lome,Lome,exact,6.13,1.22
wba_prj_01HREAL223,Oueme,Cotonou,Cotonou,Cotton Road,corridor,,
wba_prj_01HREAL224,Kadiogo,Ouagadougou,Ouagadougou,Zagtouli,exact,12.36,-1.52
wba_prj_01HREAL225,Pointe-Noire,Pointe-Noire,Pointe-Noire,Pointe-Noire,exact,-4.77,11.88
wba_prj_01HREAL226,Grande Comore,Moroni,Moroni,Moroni,exact,-11.70,43.25
wba_prj_01HREAL227,Western,Brikama,Brikama,Brikama,exact,13.27,-16.65
wba_prj_01HREAL228,Cacheu,Cacheu,Cacheu,Cacheu Port,exact,12.27,-16.16
wba_prj_01HREAL229,Grand Bassa,Buchanan,Buchanan,Buchanan Port,exact,5.89,-10.04
wba_prj_01HREAL230,Tripoli,Tripoli,Tripoli,Tripoli,exact,32.89,13.19
wba_prj_01HREAL231,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,Nouadhibou Port,exact,20.91,-17.04
wba_prj_01HREAL232,Plaines Wilhems,Curepipe,Port Louis,Port Louis,exact,-20.17,57.50
wba_prj_01HREAL233,Central,Lilongwe,Lilongwe,Lilongwe,exact,-13.98,33.78
wba_prj_01HREAL234,Khomas,Windhoek,Windhoek,Windhoek,exact,-22.56,17.08
wba_prj_01HREAL235,Blue Nile,Damazin,Roseires,Roseires Dam,exact,11.80,34.38
wba_prj_01HREAL236,Jonglei,Bor,Juba,Juba-Bor corridor,corridor,,
wba_prj_01HREAL237,Lembata,Neves,Neves,Neves Port,exact,0.35,6.55
wba_prj_01HREAL238,Manzini,Manzini,Manzini,Manzini,exact,-26.49,31.38
wba_prj_01HREAL239,Mahe,Victoria,Victoria,Mahe Hospital,exact,-4.62,55.45
wba_prj_01HREAL240,Chari-Baguirmi,Ndjamena,Ndjamena,Ndjamena Bridge,exact,12.10,15.03
wba_prj_01HREAL241,Maritime,Lome,Lome,Lome 4th Berth,exact,6.13,1.26
wba_prj_01HREAL242,Littoral,Cotonou,Cotonou,Cotonou Flood,exact,6.36,2.42
wba_prj_01HREAL243,Hauts-Bassins,Bobo Dioulasso,Bobo Dioulasso,Bobo Market,exact,11.18,-4.29
wba_prj_01HREAL244,Brazzaville,Brazzaville,Brazzaville,Brazzaville Center,exact,-4.26,15.27
wba_prj_01HREAL245,Grande Comore,Moroni,Moroni,Comoros Solar,exact,-11.64,43.26
wba_prj_01HREAL246,North Bank,Farafenni,Farafenni,Farafenni Bridge,exact,13.56,-15.59
wba_prj_01HREAL247,Bafata,Bafata,Bafata,Bafata Hospital,exact,12.17,-14.66
wba_prj_01HREAL248,Sinoe,Greenville,Greenville,Greenville Port,exact,5.01,-9.04
wba_prj_01HREAL249,Benghazi,Benghazi,Benghazi,Benghazi Port,exact,32.07,20.08
wba_prj_01HREAL250,Kayes,Kayes,Kayes,Kayes Solar,exact,11.48,-9.02
