org_id,country_iso3,relation,source_claim
wba_org_01HREAL132,TUR,headquarters,wba_clm_01HREAL074
wba_org_01HREAL134,ARE,headquarters,wba_clm_01HREAL075
wba_org_01HREAL136,CHN,headquarters,wba_clm_01HREAL076
wba_org_01HREAL139,CHN,headquarters,wba_clm_01HREAL077
wba_org_01HREAL140,GBR,headquarters,wba_clm_01HREAL077
wba_org_01HREAL144,FRA,headquarters,wba_clm_01HREAL080
wba_org_01HREAL099,ITA,headquarters,wba_clm_01HREAL059
wba_org_01HREAL100,EGY,headquarters,wba_clm_01HREAL059
wba_org_01HREAL101,FRA,headquarters,wba_clm_01HREAL060
wba_org_01HREAL102,PRT,headquarters,wba_clm_01HREAL060
wba_org_01HREAL103,CHN,headquarters,wba_clm_01HREAL061
wba_org_01HREAL105,EGY,headquarters,wba_clm_01HREAL062
wba_org_01HREAL113,GAB,headquarters,wba_clm_01HREAL067
wba_org_01HREAL114,ESP,headquarters,wba_clm_01HREAL068
wba_org_01HREAL115,CHN,headquarters,wba_clm_01HREAL069
wba_org_01HREAL117,LSO,headquarters,wba_clm_01HREAL070
wba_org_01HREAL118,GBR,headquarters,wba_clm_01HREAL071
wba_org_01HREAL119,DEU,headquarters,wba_clm_01HREAL071
wba_org_01HREAL120,FRA,headquarters,wba_clm_01HREAL072
wba_org_01HREAL124,IND,headquarters,wba_clm_01HREAL075
wba_org_01HREAL125,TUR,headquarters,wba_clm_01HREAL076
wba_org_01HREAL126,BEL,headquarters,wba_clm_01HREAL077
wba_org_01HREAL127,TUR,headquarters,wba_clm_01HREAL078
wba_org_01HREAL128,USA,headquarters,wba_clm_01HREAL079
wba_org_01HREAL129,CHN,headquarters,wba_clm_01HREAL080
wba_org_01HREAL131,PRT,headquarters,wba_clm_01HREAL081
wba_org_01HREAL148,MAR,headquarters,wba_clm_01HREAL084
wba_org_01HREAL150,USA,headquarters,wba_clm_01HREAL085
wba_org_01HREAL151,USA,headquarters,wba_clm_01HREAL086
wba_org_01HREAL152,USA,headquarters,wba_clm_01HREAL087
wba_org_01HREAL153,USA,headquarters,wba_clm_01HREAL088
wba_org_01HREAL154,USA,headquarters,wba_clm_01HREAL089
wba_org_01HREAL155,USA,headquarters,wba_clm_01HREAL090
wba_org_01HREAL156,USA,headquarters,wba_clm_01HREAL091
wba_org_01HREAL157,USA,headquarters,wba_clm_01HREAL092
wba_org_01HREAL086,USA,headquarters,wba_clm_01HREAL093
wba_org_01HREAL159,USA,headquarters,wba_clm_01HREAL094
wba_org_01HREAL160,USA,headquarters,wba_clm_01HREAL095
wba_org_01HREAL161,USA,headquarters,wba_clm_01HREAL096
wba_org_01HREAL164,USA,headquarters,wba_clm_01HREAL099
wba_org_01HREAL165,USA,headquarters,wba_clm_01HREAL100
wba_org_01HREAL125,USA,headquarters,wba_clm_01HREAL101
wba_org_01HREAL167,USA,headquarters,wba_clm_01HREAL102
wba_org_01HREAL168,USA,headquarters,wba_clm_01HREAL103
wba_org_01HREAL042,USA,headquarters,wba_clm_01HREAL107
wba_org_01HREAL173,USA,headquarters,wba_clm_01HREAL108
wba_org_01HREAL174,USA,headquarters,wba_clm_01HREAL109
wba_org_01HREAL175,USA,headquarters,wba_clm_01HREAL110
wba_org_01HREAL178,USA,headquarters,wba_clm_01HREAL113
wba_org_01HREAL121,USA,headquarters,wba_clm_01HREAL114
wba_org_01HREAL180,USA,headquarters,wba_clm_01HREAL115
wba_org_01HREAL181,USA,headquarters,wba_clm_01HREAL116
wba_org_01HREAL182,USA,headquarters,wba_clm_01HREAL117
wba_org_01HREAL183,USA,headquarters,wba_clm_01HREAL118
wba_org_01HREAL185,USA,headquarters,wba_clm_01HREAL120
wba_org_01HREAL186,USA,headquarters,wba_clm_01HREAL121
wba_org_01HREAL054,USA,headquarters,wba_clm_01HREAL122
wba_org_01HREAL188,USA,headquarters,wba_clm_01HREAL123
wba_org_01HREAL052,USA,headquarters,wba_clm_01HREAL124
wba_org_01HREAL190,USA,headquarters,wba_clm_01HREAL125
wba_org_01HREAL134,USA,headquarters,wba_clm_01HREAL126
wba_org_01HREAL200,USA,headquarters,wba_clm_01HREAL271
wba_org_01HREAL201,USA,headquarters,wba_clm_01HREAL272
wba_org_01HREAL202,USA,headquarters,wba_clm_01HREAL273
wba_org_01HREAL203,USA,headquarters,wba_clm_01HREAL274
wba_org_01HREAL204,USA,headquarters,wba_clm_01HREAL225
wba_org_01HREAL205,USA,headquarters,wba_clm_01HREAL226
wba_org_01HREAL206,USA,headquarters,wba_clm_01HREAL227
wba_org_01HREAL207,USA,headquarters,wba_clm_01HREAL228
wba_org_01HREAL208,USA,headquarters,wba_clm_01HREAL229
wba_org_01HREAL209,USA,headquarters,wba_clm_01HREAL230
wba_org_01HREAL210,USA,headquarters,wba_clm_01HREAL231
wba_org_01HREAL001,USA,headquarters,wba_clm_01HREAL232
wba_org_01HREAL212,USA,headquarters,wba_clm_01HREAL233
wba_org_01HREAL002,USA,headquarters,wba_clm_01HREAL234
wba_org_01HREAL214,USA,headquarters,wba_clm_01HREAL235
wba_org_01HREAL215,USA,headquarters,wba_clm_01HREAL236
wba_org_01HREAL007,USA,headquarters,wba_clm_01HREAL237
wba_org_01HREAL008,USA,headquarters,wba_clm_01HREAL238
wba_org_01HREAL067,USA,headquarters,wba_clm_01HREAL239
wba_org_01HREAL219,USA,headquarters,wba_clm_01HREAL240
wba_org_01HREAL220,USA,headquarters,wba_clm_01HREAL241
wba_org_01HREAL058,USA,headquarters,wba_clm_01HREAL242
wba_org_01HREAL222,USA,headquarters,wba_clm_01HREAL243
wba_org_01HREAL223,USA,headquarters,wba_clm_01HREAL244
wba_org_01HREAL224,USA,headquarters,wba_clm_01HREAL245
wba_org_01HREAL035,USA,headquarters,wba_clm_01HREAL246
wba_org_01HREAL226,USA,headquarters,wba_clm_01HREAL247
wba_org_01HREAL227,USA,headquarters,wba_clm_01HREAL248
wba_org_01HREAL228,USA,headquarters,wba_clm_01HREAL249
wba_org_01HREAL229,USA,headquarters,wba_clm_01HREAL250
wba_org_01HREAL230,USA,headquarters,wba_clm_01HREAL251
wba_org_01HREAL231,USA,headquarters,wba_clm_01HREAL252
wba_org_01HREAL111,USA,headquarters,wba_clm_01HREAL254
wba_org_01HREAL235,USA,headquarters,wba_clm_01HREAL256
wba_org_01HREAL236,USA,headquarters,wba_clm_01HREAL257
wba_org_01HREAL237,USA,headquarters,wba_clm_01HREAL258
wba_org_01HREAL238,USA,headquarters,wba_clm_01HREAL259
wba_org_01HREAL081,USA,headquarters,wba_clm_01HREAL260
wba_org_01HREAL240,USA,headquarters,wba_clm_01HREAL261
wba_org_01HREAL242,USA,headquarters,wba_clm_01HREAL263
wba_org_01HREAL243,USA,headquarters,wba_clm_01HREAL264
wba_org_01HREAL244,USA,headquarters,wba_clm_01HREAL265
wba_org_01HREAL245,USA,headquarters,wba_clm_01HREAL266
wba_org_01HREAL246,USA,headquarters,wba_clm_01HREAL267
wba_org_01HREAL247,USA,headquarters,wba_clm_01HREAL268
wba_org_01HREAL248,USA,headquarters,wba_clm_01HREAL269
wba_org_01HREAL249,CHN,headquarters,wba_clm_01HREAL270
wba_org_01HREAL152,CHN,headquarters,wba_clm_01HREAL323
wba_org_01HREAL254,CHN,headquarters,wba_clm_01HREAL325
wba_org_01HREAL256,CHN,headquarters,wba_clm_01HREAL326
wba_org_01HREAL258,TUR,headquarters,wba_clm_01HREAL327
