id,project_id,title,contract_id_external,contracting_authority,contractor,contract_type,procurement_method,status,award_date,sign_date,start_date,end_date,currency,value_original,value_precision,financing_source,amendment_count,notes
wba_ctr_01HREAL011,wba_prj_01HREAL011,Victoria Falls Airport EPC Contract,,wba_org_01HREAL006,wba_org_01HREAL005,construction,open_tender,completed,wba_date_01HREAL018,wba_date_01HREAL018,,,USD,150000000,exact,wba_org_01HREAL003,0,"$150m Exim Bank loan, 4km runway"
wba_ctr_01HREAL012,wba_prj_01HREAL013,Lamu Port Berths 1-3 Contract,,wba_org_01HREAL029,wba_org_01HREAL007,construction,open_tender,completed,wba_date_01HREAL021,wba_date_01HREAL021,,,USD,484000000,exact,,0,"$484m first 3 berths, CCCC/CRBC consortium, total Phase 1 $591m"
wba_ctr_01HREAL013,wba_prj_01HREAL014,Hawassa Park Design-Build Contract,,wba_org_01HREAL030,wba_org_01HREAL019,construction,direct_award,completed,wba_date_01HREAL023,wba_date_01HREAL023,,,USD,246000000,exact,,0,"$246m, 1.38m sqm, 9 months, Beijing Shougang design"
wba_ctr_01HREAL014,wba_prj_01HREAL015,Kazungula Bridge Design-Build Contract,,wba_org_01HREAL029,wba_org_01HREAL025,construction,open_tender,completed,wba_date_01HREAL025,wba_date_01HREAL026,,,USD,161000000,exact,,0,"923m extradosed, road+rail, Botswana/Zambia"
wba_ctr_01HREAL015,wba_prj_01HREAL012,Kenya-KAIST EDCF Loan Agreement,,wba_org_01HREAL028,wba_org_01HREAL027,consulting,direct_award,proposed,wba_date_01HREAL020,,,,USD,94700000,exact,wba_org_01HREAL027,0,"$94.7m EDCF Loan KEN-4, KAIST consortium consultancy"
wba_ctr_01HREAL016,wba_prj_01HREAL016,Beitbridge Border Post EPC Contract,,wba_org_01HREAL034,wba_org_01HREAL033,construction,direct_award,completed,wba_date_01HREAL029,wba_date_01HREAL029,,,USD,300000000,approx,wba_org_01HREAL033,0,"$300m Build-Operate-Transfer, 17yr concession, Zimborders"
wba_ctr_01HREAL017,wba_prj_01HREAL017,TelOne NBB Phase 2 Contract,,wba_org_01HREAL036,wba_org_01HREAL035,supply,direct_award,completed,wba_date_01HREAL030,wba_date_01HREAL030,,,USD,98600000,exact,wba_org_01HREAL003,0,"$98.6m PBC, Huawei EPC, 2 data centres"
wba_ctr_01HREAL018,wba_prj_01HREAL018,Thwake Dam EPC Contract,,wba_org_01HREAL037,wba_org_01HREAL037,construction,open_tender,active,,wba_date_01HREAL031,,,USD,120000000,approx,wba_org_01HREAL038,0,"Dam/tunnels/powerhouse, AfDB $370m Phase 1 total, 534M m3"
wba_ctr_01HREAL019,wba_prj_01HREAL019,Mombasa Port Berths 20-21 EPC,,wba_org_01HREAL029,wba_org_01HREAL039,construction,open_tender,completed,wba_date_01HREAL032,,,,JPY,,undisclosed,wba_org_01HREAL040,0,"Toyo Construction, JICA Sh32bn loan, Phase 1 Feb 2016 Phase 2 May 2022"
wba_ctr_01HREAL020,wba_prj_01HREAL020,Adama Wind EPC Contract,,wba_org_01HREAL021,wba_org_01HREAL042,construction,direct_award,completed,wba_date_01HREAL035,wba_date_01HREAL035,,,USD,392700000,approx,wba_org_01HREAL003,0,"204MW 136 turbines, $99.45m + $293.25m PBC, 2012/2015"
wba_ctr_01HREAL021,wba_prj_01HREAL021,Bole Airport Expansion Contract,,wba_org_01HREAL021,wba_org_01HREAL008,construction,direct_award,completed,wba_date_01HREAL036,wba_date_01HREAL036,,,USD,,undisclosed,,0,"CCCC, capacity 7m to 22m"
wba_ctr_01HREAL022,wba_prj_01HREAL022,Kafue Gorge Lower EPC Contract,,wba_org_01HREAL045,wba_org_01HREAL001,construction,direct_award,completed,wba_date_01HREAL037,wba_date_01HREAL037,,,USD,2000000000,approx,wba_org_01HREAL003,0,"750MW $2bn, 85% Exim+ICBC, first unit 2021"
wba_ctr_01HREAL023,wba_prj_01HREAL023,Nyerere EPC Contract,,wba_org_01HREAL046,wba_org_01HREAL047,construction,direct_award,completed,wba_date_01HREAL040,wba_date_01HREAL040,,,USD,2900000000,approx,,0,"2115MW $2.9bn, JV Arab Contractors/Elsewedy, signed Dec 2018"
wba_ctr_01HREAL024,wba_prj_01HREAL024,Maputo Bridge EPC Contract,,wba_org_01HREAL049,wba_org_01HREAL007,construction,direct_award,completed,wba_date_01HREAL039,wba_date_01HREAL039,,,USD,785000000,approx,wba_org_01HREAL003,0,"3,041m suspension, 680m span, 85% Exim loan"
wba_ctr_01HREAL025,wba_prj_01HREAL025,Bugesera Airport Concession EPC,,wba_org_01HREAL051,wba_org_01HREAL050,ppp,ppp,active,,,,,USD,818000000,approx,,0,"$818m DBFOM 25yr+15yr, 75% Mota-Engil"
wba_ctr_01HREAL026,wba_prj_01HREAL026,Dakar TER Infrastructure Contract,,wba_org_01HREAL052,wba_org_01HREAL052,construction,open_tender,completed,wba_date_01HREAL041,wba_date_01HREAL041,,,EUR,373500000,exact,,0,"Eiffage leader 45% + Yapi Merkezi + CSE, 370m euros"
wba_ctr_01HREAL027,wba_prj_01HREAL027,Bui Dam EPC Contract,,wba_org_01HREAL056,wba_org_01HREAL001,construction,direct_award,completed,wba_date_01HREAL043,wba_date_01HREAL043,,,USD,790000000,approx,wba_org_01HREAL003,0,"400MW $790m, $293.5m BCL + $330m GCL, signed 2007"
wba_ctr_01HREAL028,wba_prj_01HREAL028,Lauca Dam EPC Contract,,wba_org_01HREAL021,wba_org_01HREAL057,construction,direct_award,completed,wba_date_01HREAL045,wba_date_01HREAL045,,,USD,4300000000,approx,,0,"2070MW $4.3bn, 6x338MW, Odebrecht, ANDRITZ turbines"
wba_ctr_01HREAL029,wba_prj_01HREAL029,Kampala-Entebbe Expressway EPC,,wba_org_01HREAL059,wba_org_01HREAL008,construction,open_tender,completed,wba_date_01HREAL047,wba_date_01HREAL047,,,USD,476000000,approx,wba_org_01HREAL003,0,"51.4km 4-lane toll, $476m 2/3 Exim $350m, 5yr"
wba_ctr_01HREAL030,wba_prj_01HREAL030,Malawi Fibre Backbone EPC,,wba_org_01HREAL060,wba_org_01HREAL035,supply,direct_award,completed,wba_date_01HREAL049,wba_date_01HREAL049,,,USD,121800000,approx,wba_org_01HREAL003,0,"4000km fibre, $121.8m Phase1+2, Huawei"
wba_ctr_01HREAL031,wba_prj_01HREAL031,Tokwe-Mukosi Dam EPC,,wba_org_01HREAL062,wba_org_01HREAL020,construction,direct_award,completed,wba_date_01HREAL052,wba_date_01HREAL052,,,USD,,undisclosed,,0,"Webuild, 90.3m CFR 1.8Bn m3, Dec 2016"
wba_ctr_01HREAL032,wba_prj_01HREAL032,NetOne Phase 3 Supply Contract,,wba_org_01HREAL063,wba_org_01HREAL035,supply,direct_award,completed,wba_date_01HREAL054,wba_date_01HREAL054,,,USD,71000000,approx,wba_org_01HREAL003,0,"345 base stations 4G/5G, RMB485m"
wba_ctr_01HREAL033,wba_prj_01HREAL033,Olkaria Geothermal EPC,,wba_org_01HREAL064,wba_org_01HREAL066,supply,open_tender,completed,,,,,JPY,,undisclosed,wba_org_01HREAL040,0,"140MW Units 4&5 + V, JICA 45.69bn yen"
wba_ctr_01HREAL034,wba_prj_01HREAL034,Outer Ring Road EPC,,wba_org_01HREAL068,wba_org_01HREAL067,construction,open_tender,completed,wba_date_01HREAL055,wba_date_01HREAL055,,,USD,,undisclosed,wba_org_01HREAL038,0,"13km dual, China Wu Yi, AfDB UA77.6m"
wba_ctr_01HREAL035,wba_prj_01HREAL036,KKIA Terminal 2 EPC,,wba_org_01HREAL070,wba_org_01HREAL071,construction,open_tender,completed,wba_date_01HREAL058,wba_date_01HREAL058,,,USD,360000000,exact,wba_org_01HREAL003,0,"6M pax, $360m Exim"
wba_ctr_01HREAL036,wba_prj_01HREAL037,Tanzania SGR Lots 3-4 EPC,,wba_org_01HREAL073,wba_org_01HREAL054,construction,direct_award,active,wba_date_01HREAL061,wba_date_01HREAL061,,,USD,1900000000,exact,,0,"368km +130km, Yapi Merkezi, $1.9bn"
wba_ctr_01HREAL037,wba_prj_01HREAL038,Nacala Corridor Concession,,wba_org_01HREAL074,wba_org_01HREAL074,ppp,ppp,active,,,,,USD,,undisclosed,,0,"912km rail+port, Vale/Mitsui 18MTPA"
wba_ctr_01HREAL038,wba_prj_01HREAL039,Tema Port T3 EPC,,wba_org_01HREAL077,wba_org_01HREAL076,construction,open_tender,completed,wba_date_01HREAL063,wba_date_01HREAL063,,,USD,,undisclosed,,0,"1.4km quay 3M TEU, AECOM design, IFC $250m"
wba_ctr_01HREAL039,wba_prj_01HREAL041,Noor Ouarzazate Phase I EPC,,wba_org_01HREAL082,wba_org_01HREAL081,construction,open_tender,completed,wba_date_01HREAL064,wba_date_01HREAL064,,,USD,840000000,approx,,0,"160MW CSP trough Phase I, $840m"
wba_ctr_01HREAL040,wba_prj_01HREAL042,Walvis Bay Terminal EPC,,wba_org_01HREAL083,wba_org_01HREAL035,construction,open_tender,completed,wba_date_01HREAL067,wba_date_01HREAL068,,,USD,260000000,exact,wba_org_01HREAL038,0,"40ha reclaimed 750k TEU, CHEC $260m"
wba_ctr_01HREAL041,wba_prj_01HREAL043,Kribi Port Phases EPC,,wba_org_01HREAL084,wba_org_01HREAL035,construction,direct_award,completed,wba_date_01HREAL069,wba_date_01HREAL069,,,USD,,undisclosed,wba_org_01HREAL003,0,"615m+715m wharf, CHEC, CMA CGM/Bollore concession"
wba_ctr_01HREAL042,wba_prj_01HREAL044,Gautrain EPC,,wba_org_01HREAL085,wba_org_01HREAL086,construction,ppp,completed,wba_date_01HREAL074,wba_date_01HREAL074,,,ZAR,24000000000,approx,,0,"80km 10 stations, R24bn $3bn, Bouygues/Bombardier"
wba_ctr_01HREAL043,wba_prj_01HREAL045,Busanga EPC,,wba_org_01HREAL087,wba_org_01HREAL020,construction,ppp,completed,wba_date_01HREAL075,wba_date_01HREAL076,,,USD,,undisclosed,,0,"240MW, PowerChina/CREC SICOMINES $14bn"
wba_ctr_01HREAL044,wba_prj_01HREAL046,New Capital CBD EPC,,wba_org_01HREAL089,wba_org_01HREAL088,construction,direct_award,active,wba_date_01HREAL077,wba_date_01HREAL077,,,USD,3000000000,approx,,0,"20 towers 505k m2, $3bn CSCEC"
wba_ctr_01HREAL045,wba_prj_01HREAL047,AIBD Dakar EPC,,wba_org_01HREAL092,wba_org_01HREAL090,construction,ppp,completed,wba_date_01HREAL078,wba_date_01HREAL078,,,USD,,undisclosed,,0,"3M pax 43km from Dakar, Limak/Summa BOT 25yr"
wba_ctr_01HREAL046,wba_prj_01HREAL048,BK Arena EPC,,wba_org_01HREAL093,wba_org_01HREAL091,construction,direct_award,completed,wba_date_01HREAL079,wba_date_01HREAL080,,,USD,104000000,exact,,0,"10k seats 28,750m2, 6 months 2019"
wba_ctr_01HREAL047,wba_prj_01HREAL049,Karuma EPC,,wba_org_01HREAL094,wba_org_01HREAL001,construction,direct_award,completed,wba_date_01HREAL081,wba_date_01HREAL082,,,USD,1700000000,approx,wba_org_01HREAL003,0,"600MW 6x100MW, $1.7bn 85% Exim, 2013-2024"
wba_ctr_01HREAL048,wba_prj_01HREAL050,Zagtouli EPC,,wba_org_01HREAL096,wba_org_01HREAL098,construction,open_tender,completed,wba_date_01HREAL083,wba_date_01HREAL084,,,EUR,47500000,approx,wba_org_01HREAL097,0,"33MW 129k panels 55ha, EU25m+AFD22.5m"
wba_ctr_01HREAL050,wba_prj_01HREAL053,Akosombo Dam EPC,,wba_org_01HREAL104,wba_org_01HREAL103,construction,direct_award,completed,wba_date_01HREAL089,wba_date_01HREAL090,,,USD,,undisclosed,,0,"Impregilo 1961-1965, World Bank/USA/UK loans"
wba_ctr_01HREAL051,wba_prj_01HREAL055,Aswan High Dam EPC,,wba_org_01HREAL108,wba_org_01HREAL107,construction,direct_award,completed,wba_date_01HREAL093,wba_date_01HREAL094,,,USD,,undisclosed,,0,Soviet Hydroproject 400M+500M rubles
wba_ctr_01HREAL055,wba_prj_01HREAL065,Djamaa El Djazair EPC,,wba_org_01HREAL115,wba_org_01HREAL088,construction,direct_award,completed,wba_date_01HREAL113,wba_date_01HREAL114,,,USD,1000000000,approx,,0,CSCEC 1bn 2012-2019
wba_ctr_01HREAL058,wba_prj_01HREAL068,Doraleh Container Terminal Concession,,wba_org_01HREAL135,wba_org_01HREAL134,ppp,ppp,completed,wba_date_01HREAL119,wba_date_01HREAL120,,,USD,,undisclosed,,0,DP World UAE BOT 30yr 2006-2018 cancelled
wba_ctr_01HREAL059,wba_prj_01HREAL069,Morupule B EPC,,wba_org_01HREAL137,wba_org_01HREAL136,construction,direct_award,completed,wba_date_01HREAL121,wba_date_01HREAL122,,,USD,970000000,approx,,0,600MW 4x150MW CNEEC $970m defective
wba_ctr_01HREAL068,wba_prj_01HREAL056,Great Man-Made River EPC,,wba_org_01HREAL110,wba_org_01HREAL088,construction,direct_award,completed,wba_date_01HREAL095,wba_date_01HREAL096,,,USD,5300000000,approx,,0,"Dong Ah Korea $5.3bn Phase II, 1984-1996"
wba_ctr_01HREAL070,wba_prj_01HREAL061,Bagamoyo Port Concession,,wba_org_01HREAL120,wba_org_01HREAL118,ppp,ppp,proposed,wba_date_01HREAL107,wba_date_01HREAL108,,,USD,10000000000,approx,,0,"$10bn China Merchants/Oman 99yr lease, suspended 2019"
wba_ctr_01HREAL071,wba_prj_01HREAL062,EACOP EPC,,wba_org_01HREAL007,wba_org_01HREAL121,construction,ppp,active,,,,,USD,5600000000,approx,,0,"1443km Hoima-Tanga $5.6bn, TotalEnergies/CNOOC"
wba_ctr_01HREAL076,wba_prj_01HREAL078,Boali Complex Rehabilitation EPC,,wba_org_01HREAL103,wba_org_01HREAL103,construction,direct_award,completed,wba_date_01HREAL142,wba_date_01HREAL143,,,USD,,undisclosed,,0,CGGC rehabilitation Boali II 2021
wba_ctr_01HREAL125,wba_prj_01HREAL102,Egypt High-Speed Rail 2000km Contract,,wba_org_01HREAL150,wba_org_01HREAL151,construction,direct_award,completed,wba_date_01HREAL183,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL078,wba_prj_01HREAL080,Bambao Hospital EPC,,wba_org_01HREAL107,wba_org_01HREAL107,construction,direct_award,completed,wba_date_01HREAL145,wba_date_01HREAL146,,,CNY,56500000,exact,,0,China Jiangsu RMB56.5m 120-bed
wba_ctr_01HREAL126,wba_prj_01HREAL104,Zungeru Hydropower 700MW Contract,,wba_org_01HREAL150,wba_org_01HREAL153,construction,direct_award,completed,wba_date_01HREAL185,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL079,wba_prj_01HREAL081,RN1 Dream Road EPC,,wba_org_01HREAL088,wba_org_01HREAL088,construction,direct_award,completed,wba_date_01HREAL148,wba_date_01HREAL149,,,USD,,undisclosed,,0,CSCEC 535km Mar 2008-Mar 2016
wba_ctr_01HREAL127,wba_prj_01HREAL105,Nachtigal Hydropower 420MW Contract,,wba_org_01HREAL150,wba_org_01HREAL154,construction,direct_award,completed,wba_date_01HREAL186,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL084,wba_prj_01HREAL086,Senegambia Bridge EPC,,wba_org_01HREAL114,wba_org_01HREAL114,construction,open_tender,completed,wba_date_01HREAL158,wba_date_01HREAL159,,,EUR,51700000,exact,,0,Isolux Corsan/Arezki 51.7m euros Jan 2019
wba_ctr_01HREAL128,wba_prj_01HREAL110,Isimba Hydropower 183MW Contract,,wba_org_01HREAL150,wba_org_01HREAL159,construction,direct_award,completed,wba_date_01HREAL191,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL085,wba_prj_01HREAL087,Bissau-Safim Highway EPC,,wba_org_01HREAL115,wba_org_01HREAL115,construction,direct_award,completed,wba_date_01HREAL160,wba_date_01HREAL161,,,USD,30000000,exact,,0,Longjian $30m grant Jun 2025
wba_ctr_01HREAL129,wba_prj_01HREAL111,Lagos Blue Line 27km Contract,,wba_org_01HREAL150,wba_org_01HREAL160,construction,direct_award,completed,wba_date_01HREAL192,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL088,wba_prj_01HREAL090,Sahofika EPC,,wba_org_01HREAL120,wba_org_01HREAL121,construction,ppp,proposed,wba_date_01HREAL164,wba_date_01HREAL164,,,USD,,undisclosed,,0,Eranove/Eiffage 192MW ESIA 2019
wba_ctr_01HREAL130,wba_prj_01HREAL114,Lagos-Ibadan Railway 157km Contract,,wba_org_01HREAL150,wba_org_01HREAL160,construction,direct_award,completed,wba_date_01HREAL195,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL091,wba_prj_01HREAL093,Metro Express EPC,,wba_org_01HREAL124,wba_org_01HREAL124,construction,direct_award,completed,wba_date_01HREAL172,wba_date_01HREAL173,,,INR,33750000000,approx,,0,"L&T Rs3,375cr $557m 2017-2019"
wba_ctr_01HREAL131,wba_prj_01HREAL117,Casablanca Tramway Contract,,wba_org_01HREAL150,wba_org_01HREAL125,construction,direct_award,completed,wba_date_01HREAL198,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL092,wba_prj_01HREAL094,Sao Tome Airport Concession,,wba_org_01HREAL125,wba_org_01HREAL125,ppp,ppp,proposed,wba_date_01HREAL174,wba_date_01HREAL174,,,USD,300000000,approx,,0,FB Group 300m BOT 49yr + China $100m grant
wba_ctr_01HREAL132,wba_prj_01HREAL118,Kotoka Airport Terminal 3 Contract,,wba_org_01HREAL150,wba_org_01HREAL167,construction,direct_award,completed,wba_date_01HREAL199,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL075,wba_prj_01HREAL101,El Dabaa Nuclear Power Plant Contract,,wba_org_01HREAL150,wba_org_01HREAL150,construction,direct_award,completed,wba_date_01HREAL182,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL077,wba_prj_01HREAL103,Lekki Deep Sea Port Contract,,wba_org_01HREAL150,wba_org_01HREAL152,construction,direct_award,completed,wba_date_01HREAL184,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL080,wba_prj_01HREAL106,Koysha Hydropower 2200MW Contract,,wba_org_01HREAL150,wba_org_01HREAL155,construction,direct_award,completed,wba_date_01HREAL187,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL081,wba_prj_01HREAL107,Second River Niger Bridge Contract,,wba_org_01HREAL150,wba_org_01HREAL156,construction,direct_award,completed,wba_date_01HREAL188,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL082,wba_prj_01HREAL108,Antonio Agostinho Neto Airport Luanda Contract,,wba_org_01HREAL150,wba_org_01HREAL157,construction,direct_award,completed,wba_date_01HREAL189,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL083,wba_prj_01HREAL109,Henri Konan Bedie Bridge Contract,,wba_org_01HREAL150,wba_org_01HREAL086,construction,direct_award,completed,wba_date_01HREAL190,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL086,wba_prj_01HREAL112,Algiers Metro Line 1 Contract,,wba_org_01HREAL150,wba_org_01HREAL161,construction,direct_award,completed,wba_date_01HREAL193,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL087,wba_prj_01HREAL113,Memve'ele Hydropower 211MW Contract,,wba_org_01HREAL150,wba_org_01HREAL153,construction,direct_award,completed,wba_date_01HREAL194,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL089,wba_prj_01HREAL115,Benban Solar Park 390MW Contract,,wba_org_01HREAL150,wba_org_01HREAL164,construction,direct_award,completed,wba_date_01HREAL196,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL090,wba_prj_01HREAL116,Tanger Med Port Complex Contract,,wba_org_01HREAL150,wba_org_01HREAL165,construction,direct_award,completed,wba_date_01HREAL197,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL093,wba_prj_01HREAL119,Medupi Power Station 4800MW Contract,,wba_org_01HREAL150,wba_org_01HREAL168,construction,direct_award,completed,wba_date_01HREAL200,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL094,wba_prj_01HREAL120,Gibe III Hydropower 1870MW Contract,,wba_org_01HREAL150,wba_org_01HREAL155,construction,direct_award,completed,wba_date_01HREAL201,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL095,wba_prj_01HREAL121,Souapiti Hydropower 450MW Contract,,wba_org_01HREAL150,wba_org_01HREAL159,construction,direct_award,completed,wba_date_01HREAL202,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL096,wba_prj_01HREAL122,Kaleta Hydropower 240MW Contract,,wba_org_01HREAL150,wba_org_01HREAL159,construction,direct_award,completed,wba_date_01HREAL203,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL097,wba_prj_01HREAL123,Rusumo Falls Hydropower 80MW Contract,,wba_org_01HREAL150,wba_org_01HREAL042,construction,direct_award,completed,wba_date_01HREAL204,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL098,wba_prj_01HREAL124,Julius Nyerere Airport Terminal 3 Contract,,wba_org_01HREAL150,wba_org_01HREAL173,construction,direct_award,completed,wba_date_01HREAL205,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL099,wba_prj_01HREAL125,Kinguele Aval Hydropower 35MW Contract,,wba_org_01HREAL150,wba_org_01HREAL174,construction,direct_award,completed,wba_date_01HREAL206,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL100,wba_prj_01HREAL126,Dar es Salaam BRT Phase 1 Contract,,wba_org_01HREAL150,wba_org_01HREAL175,construction,direct_award,completed,wba_date_01HREAL207,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL101,wba_prj_01HREAL127,Abuja-Kaduna Railway 186.5km Contract,,wba_org_01HREAL150,wba_org_01HREAL160,construction,direct_award,completed,wba_date_01HREAL208,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL102,wba_prj_01HREAL128,Nairobi-Nakuru-Mau Summit Highway Contract,,wba_org_01HREAL010,wba_org_01HREAL161,construction,direct_award,cancelled,wba_date_01HREAL209,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL103,wba_prj_01HREAL129,Diamniadio Olympic Stadium 50000 Contract,,wba_org_01HREAL150,wba_org_01HREAL178,construction,direct_award,completed,wba_date_01HREAL210,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL104,wba_prj_01HREAL130,Autoroute de l'Avenir 42.5km Contract,,wba_org_01HREAL150,wba_org_01HREAL121,construction,direct_award,completed,wba_date_01HREAL211,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL105,wba_prj_01HREAL131,Lusaka-Ndola Dual Carriageway 321km Contract,,wba_org_01HREAL150,wba_org_01HREAL180,construction,direct_award,completed,wba_date_01HREAL212,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL106,wba_prj_01HREAL132,Kusile Power Station 4800MW Contract,,wba_org_01HREAL150,wba_org_01HREAL181,construction,direct_award,completed,wba_date_01HREAL213,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL107,wba_prj_01HREAL133,Cairo Light Rail Transit 70km Contract,,wba_org_01HREAL150,wba_org_01HREAL182,construction,direct_award,completed,wba_date_01HREAL214,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL108,wba_prj_01HREAL134,Cairo Monorail 99km Contract,,wba_org_01HREAL150,wba_org_01HREAL183,construction,direct_award,completed,wba_date_01HREAL215,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL109,wba_prj_01HREAL135,Al Boraq Tangier-Kenitra HSR 323km Contract,,wba_org_01HREAL150,wba_org_01HREAL125,construction,direct_award,completed,wba_date_01HREAL216,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL110,wba_prj_01HREAL136,Kano-Maradi Railway 384km Contract,,wba_org_01HREAL286,wba_org_01HREAL206,construction,direct_award,signed,wba_date_01HREAL341,,,,USD,1820000000,exact,,0,
wba_ctr_01HREAL111,wba_prj_01HREAL137,Port of Cotonou Extension Contract,,wba_org_01HREAL150,wba_org_01HREAL186,construction,direct_award,completed,wba_date_01HREAL218,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL112,wba_prj_01HREAL138,Tanzania SGR Phase 1 Dar-Morogoro 205km Contract,,wba_org_01HREAL150,wba_org_01HREAL054,construction,direct_award,completed,wba_date_01HREAL219,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL113,wba_prj_01HREAL139,Nador West Med Port Contract,,wba_org_01HREAL150,wba_org_01HREAL188,construction,direct_award,completed,wba_date_01HREAL220,,,,EUR,,undisclosed,,0,
wba_ctr_01HREAL114,wba_prj_01HREAL140,Singrobo-Ahouaty 44MW Contract,,wba_org_01HREAL150,wba_org_01HREAL052,construction,direct_award,completed,wba_date_01HREAL221,,,,EUR,,undisclosed,,0,
