org_id,country_iso3,relation,source_claim
wba_org_01HREAL280,PRT,headquarters,wba_clm_01HREAL157
wba_org_01HREAL159,CHN,headquarters,wba_clm_01HREAL159
wba_org_01HREAL206,PRT,headquarters,wba_clm_01HREAL162
wba_org_01HREAL161,FRA,headquarters,wba_clm_01HREAL112
wba_org_01HREAL288,CHN,headquarters,wba_clm_01HREAL164
wba_org_01HREAL290,CHN,headquarters,wba_clm_01HREAL165
wba_org_01HREAL292,JPN,headquarters,wba_clm_01HREAL166
wba_org_01HREAL295,CHN,headquarters,wba_clm_01HREAL167
wba_org_01HREAL297,PRT,headquarters,wba_clm_01HREAL168
wba_org_01HREAL299,CHN,headquarters,wba_clm_01HREAL169
wba_org_01HREAL300,CHN,headquarters,wba_clm_01HREAL173
wba_org_01HREAL300,ZAF,headquarters,wba_clm_01HREAL173
wba_org_01HREAL300,LSO,headquarters,wba_clm_01HREAL173
wba_org_01HREAL272,CHN,headquarters,wba_clm_01HREAL174
wba_org_01HREAL269,DEU,headquarters,wba_clm_01HREAL176
wba_org_01HREAL132,TUR,headquarters,wba_clm_01HREAL178
wba_org_01HREAL305,USA,headquarters,wba_clm_01HREAL170
wba_org_01HREAL118,CHN,headquarters,wba_clm_01HREAL180
wba_org_01HREAL225,GBR,headquarters,wba_clm_01HREAL189
wba_org_01HREAL306,ZAF,headquarters,wba_clm_01HREAL190
wba_org_01HREAL308,JPN,headquarters,wba_clm_01HREAL198
wba_org_01HREAL309,TUR,headquarters,wba_clm_01HREAL199
wba_org_01HREAL146,ITA,headquarters,wba_clm_01HREAL205
wba_org_01HREAL088,CHN,headquarters,wba_clm_01HREAL214
wba_org_01HREAL326,MAR,headquarters,wba_clm_01HREAL221
wba_org_01HREAL325,JPN,headquarters,wba_clm_01HREAL219
wba_org_01HREAL259,CHN,headquarters,wba_clm_01HREAL234
wba_org_01HREAL331,TUR,headquarters,wba_clm_01HREAL231
wba_org_01HREAL338,MLI,headquarters,wba_clm_01HREAL245
wba_org_01HREAL339,BFA,headquarters,wba_clm_01HREAL246
wba_org_01HREAL341,CHN,headquarters,wba_clm_01HREAL247
wba_org_01HREAL152,CHN,headquarters,wba_clm_01HREAL254
wba_org_01HREAL344,USA,headquarters,wba_clm_01HREAL259
wba_org_01HREAL345,USA,headquarters,wba_clm_01HREAL260
wba_org_01HREAL306,ZAF,headquarters,wba_clm_01HREAL263
wba_org_01HREAL347,SAU,headquarters,wba_clm_01HREAL265
wba_org_01HREAL348,TUN,headquarters,wba_clm_01HREAL266
wba_org_01HREAL349,ARE,headquarters,wba_clm_01HREAL267
wba_org_01HREAL001,CHN,headquarters,wba_clm_01HREAL270
wba_org_01HREAL143,CHN,headquarters,wba_clm_01HREAL273
wba_org_01HREAL352,IND,headquarters,wba_clm_01HREAL274
wba_org_01HREAL354,CHN,headquarters,wba_clm_01HREAL278
wba_org_01HREAL355,CIV,headquarters,wba_clm_01HREAL279
